"gene","logFC_106839","logFC_299945","adjP_106839","adjP_299945","avg_logFC","direction_consistent","fisher_combined_p","stouffer_combined_p","effect_ratio","effect_consistent","integrated_score","fisher_FDR","stouffer_FDR"
"TCFL5",-1.46296539320902,-1.73820116708713,0.000677668805252978,5.16027931666654e-05,-1.60058328014808,TRUE,6.35355259053945e-07,2.7043885808542e-07,0.841654821611151,TRUE,0.75,1.65437415848418e-05,7.6663537161606e-06
"SLC38A11",-1.41976795735211,-1.57519837359411,0.000677668805252978,0.0267827070539746,-1.49748316547311,TRUE,0.000216288518155542,0.000141424975776294,0.901326449514194,TRUE,0.75,0.000788215623386765,0.000552150204827209
"ACYP1",-0.874987672057173,-1.19906138871072,0.000679909015405044,0.000128359438895617,-1.03702453038395,TRUE,1.50582372157698e-06,6.18246534633826e-07,0.729727168513029,TRUE,0.75,2.55778794871473e-05,1.16523866336977e-05
"PPP1R3B",1.19832498758572,2.04954201302157,0.000691330733302727,7.51250079966155e-06,1.62393350030364,TRUE,1.04266308841902e-07,5.12917073258734e-08,0.584679396651683,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"BPNT1",0.724619580515508,1.31942115790571,0.000695383284157841,6.56115928619045e-05,1.02202036921061,TRUE,8.1681917116904e-07,3.4458116371372e-07,0.549195058889069,TRUE,1,1.90202178429362e-05,8.64562974338508e-06
"AHSG",1.2929497374114,4.23712068388703,0.000695557011095161,2.93429986998363e-05,2.76503521064921,TRUE,3.81809977945667e-07,1.68542131917526e-07,0.305148197059444,TRUE,1,1.30625769498324e-05,6.34916937836868e-06
"HOMER1",-1.87593535229369,-0.605536933800912,0.000698189626964182,0.00513368143979484,-1.2407361430473,TRUE,4.85274374864598e-05,2.30652233671469e-05,0.322792005097899,TRUE,0.75,0.000256180999169426,0.000132993764122406
"SUSD3",-2.91665888685577,-3.62423777655849,0.000699425000329071,0.000649479725087479,-3.27044833170713,TRUE,7.08857825352281e-06,2.90303997774188e-06,0.804764771704736,TRUE,0.75,6.69819278448822e-05,3.01546162393875e-05
"HDAC10",0.816517574183089,1.65172578604376,0.000699425000329071,4.17132736307091e-05,1.23412168011343,TRUE,5.35365214415977e-07,2.31403034733901e-07,0.494342088185729,TRUE,1,1.49183549440269e-05,7.05529540433291e-06
"VSX1",-2.37589526631329,-4.01012464716315,0.000709668552652657,0.00156637275366118,-3.19300995673822,TRUE,1.63513889884182e-05,6.95627967006729e-06,0.592474168600731,TRUE,0.75,0.000118456729116097,5.55192339769212e-05
"SERPIND1",1.47875047599139,4.08710626787522,0.00071023327578332,0.000110058299695481,2.7829283719333,TRUE,1.35732557500429e-06,5.62050472829867e-07,0.361808668302661,TRUE,1,2.4372548923434e-05,1.12944074633993e-05
"SLC4A4",0.86099674973567,2.5387301353715,0.000711788594453468,5.52116857300534e-05,1.69986344255359,TRUE,7.09428993369295e-07,3.02594653112109e-07,0.339144652572408,TRUE,1,1.7633783424628e-05,8.014975874307e-06
"JMJD6",-0.841727375109036,-2.1269506347833,0.000723664967448157,7.30570621980168e-06,-1.48433900494617,TRUE,1.06044507233138e-07,5.27184066401176e-08,0.395743728765381,TRUE,0.75,1.0460770248046e-05,4.92264795735861e-06
"GPR75",-1.8132790079807,-1.58019141947701,0.000723664967448157,8.43274698554068e-05,-1.69673521372886,TRUE,1.07476848613078e-06,4.50298271337246e-07,0.87145519940516,TRUE,0.75,2.16801129732113e-05,1.00684086998534e-05
"CRYAA",-3.06093583276356,-2.69228620796264,0.000724414803396542,0.00223922732746345,-2.8766110203631,TRUE,2.32479871356136e-05,1.01399559947479e-05,0.879563099345312,TRUE,0.75,0.00015041980073394,7.22237537911626e-05
"RCAN2",-1.22605959873969,-1.4324355344126,0.000724414803396542,0.000497969718073137,-1.32924756657615,TRUE,5.71230707568668e-06,2.33026595120034e-06,0.855926545582705,TRUE,0.75,5.78074706883726e-05,2.61607075528133e-05
"WNT16",-1.50042071348102,-3.488075523573,0.000725161663136544,0.000185982052481437,-2.49424811852701,TRUE,2.2683257965431e-06,9.28071043237999e-07,0.430157175021276,TRUE,0.75,3.17266162565996e-05,1.46759891091143e-05
"GINS1",-0.788012149691923,-1.81604016335782,0.000725384655744588,1.65839639889101e-05,-1.30202615652487,TRUE,2.31402919455889e-07,1.07106923996625e-07,0.433917798511077,TRUE,0.75,1.15504554227944e-05,5.70967476600876e-06
"CFI",1.15119323365744,1.94162985406182,0.000730325385880199,0.000286235737347177,1.54641154385963,TRUE,3.42431030408701e-06,1.39434102008895e-06,0.592900460017743,TRUE,1,4.17618045143043e-05,1.87000545668892e-05
"NCF2",0.758243187000963,1.2764815453459,0.000730325385880199,0.000213069364224745,1.01736236617343,TRUE,2.5949382771728e-06,1.05982113662861e-06,0.594010301022797,TRUE,1,3.47278086217135e-05,1.58991928390516e-05
"RBM15",-0.975555851935473,-1.29732053886298,0.000730596989450429,0.000752481132371897,-1.13643819539922,TRUE,8.47388838669211e-06,3.48871687416707e-06,0.751977497242501,TRUE,0.75,7.55522365027325e-05,3.46257192335364e-05
"DRD1",1.29808593485919,2.7208704410056,0.000735528926043606,4.88976836597266e-05,2.00947818793239,TRUE,6.52442305879354e-07,2.81169921123592e-07,0.477084801722286,TRUE,1,1.67851813025559e-05,7.78822304393322e-06
"HAO1",1.20517886508662,2.04579542612098,0.00073578197375689,0.000334080058899902,1.6254871456038,TRUE,3.98672165271075e-06,1.62329358466273e-06,0.589100381054107,TRUE,1,4.60543022390488e-05,2.06902803362426e-05
"CD82",0.972575072934449,2.04092223219433,0.00074130016824724,8.12433825666069e-06,1.50674865256439,TRUE,1.20016342682774e-07,5.93129175774365e-08,0.476537056430989,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"TIMP3",0.933821215234083,2.88525272967209,0.000747087135908303,8.61619273702088e-06,1.90953697245308,TRUE,1.27847447123672e-07,6.29197479673493e-08,0.323653177980084,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"RAB36",0.77849004269655,2.14811070436129,0.000747087135908303,3.84127436902081e-05,1.46330037352892,TRUE,5.27074260461776e-07,2.30822078672865e-07,0.362406854132792,TRUE,1,1.48916047722467e-05,7.05529540433291e-06
"SCG2",1.08388667792117,1.06100640393265,0.000749594133723143,0.00223685765237218,1.07244654092691,TRUE,2.39750721857146e-05,1.04513471047563e-05,0.978890529374895,TRUE,1,0.000153599933368191,7.37598818150825e-05
"HMOX1",1.02664136916522,1.11324743995087,0.000753098601927657,0.000100742890135999,1.06994440455804,TRUE,1.3196903404642e-06,5.51215835642438e-07,0.922204114128055,TRUE,1,2.40676401483762e-05,1.12310226512147e-05
"RHOB",0.854615885420572,1.66170371332621,0.000762566423165955,1.32903839500662e-05,1.25815979937339,TRUE,1.96689020854958e-07,9.34368440397293e-08,0.514301002378996,TRUE,1,1.14011267411847e-05,5.48312264110675e-06
"TIAM1",-1.07614266174677,-1.52854051428392,0.000769172176307065,0.000558370886436165,-1.30234158801535,TRUE,6.72600253761065e-06,2.75521835657599e-06,0.704032802330345,TRUE,0.75,6.44904949194433e-05,2.89025133543789e-05
"GP1BB",-1.30878915764906,-0.862274181277933,0.000770906674530716,0.000292454174572676,-1.0855316694635,TRUE,3.67607461284014e-06,1.50166850876321e-06,0.658833530395998,TRUE,0.75,4.37004325644222e-05,1.96398633467336e-05
"FJX1",-1.2538223741917,-2.44603633077201,0.000776768357789715,0.000214038903739177,-1.84992935248186,TRUE,2.76150977677573e-06,1.13279989644166e-06,0.512593520553302,TRUE,0.75,3.58996270980845e-05,1.63570901571372e-05
"SYT11",-1.28631048427953,-2.81296738998636,0.000778373928394108,9.18566261757557e-06,-2.04963893713294,TRUE,1.41254252206347e-07,6.9590557316701e-08,0.457278846835748,TRUE,0.75,1.05952128688422e-05,5.08491003289964e-06
"ATIC",0.939583340674843,2.57638773835496,0.000778373928394108,4.4482977577651e-06,1.7579855395149,TRUE,7.09152262168717e-08,3.75645361483379e-08,0.364690192662838,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"YPEL2",0.755314800002912,2.03009742809357,0.000780073666632614,5.1518289647959e-05,1.39270611404824,TRUE,7.2457851943191e-07,3.13535854501445e-07,0.372058399538103,TRUE,1,1.78028121314519e-05,8.08170995570723e-06
"LRRC20",-1.13344357960046,-1.70798308341329,0.000785573658289156,0.00059485778191923,-1.42071333150687,TRUE,7.27886947499554e-06,2.987343534544e-06,0.663615225822582,TRUE,0.75,6.8323031749792e-05,3.07663715659719e-05
"GLUL",1.21501819826718,2.02583287844862,0.000785573658289156,0.000144512805690894,1.6204255383579,TRUE,1.92893808533258e-06,7.99151395391995e-07,0.59976230576218,TRUE,1,2.88863590305282e-05,1.35087306861115e-05
"CLDN10",1.09642496674784,3.02480845919365,0.000785573658289156,2.44888918755747e-05,2.06061671297074,TRUE,3.61024537544129e-07,1.64101732091915e-07,0.362477486273667,TRUE,1,1.28035312980085e-05,6.26543369914896e-06
"METTL18",-0.734632450398123,-1.77003984550445,0.000785573658289156,1.65624576186078e-05,-1.25233614795129,TRUE,2.49258403443295e-07,1.16793786419933e-07,0.415037238999982,TRUE,0.75,1.15504554227944e-05,5.74113067800963e-06
"ARRDC3",1.24196383577843,1.36201372953452,0.000785757020139494,0.000101898529661055,1.30198878265647,TRUE,1.38840189663038e-06,5.82068815702108e-07,0.911858528917239,TRUE,1,2.4621526030466e-05,1.14913250026423e-05
"ADAM22",-1.01827107786894,-1.14896601982482,0.000788344402684647,0.0035728001389718,-1.08361854884688,TRUE,3.88126534279789e-05,1.76173908977839e-05,0.886249950215403,TRUE,0.75,0.000218228660591782,0.000107677673511815
"PLCD1",0.779801354990108,1.55565122149616,0.000790679162345258,1.99982529931415e-05,1.16772628824313,TRUE,2.99838624761784e-07,1.38528985837993e-07,0.501270043191384,TRUE,1,1.21490323564011e-05,5.92545532319244e-06
"BTG1",0.859995134334476,2.78750356575805,0.000799421369442859,5.76639506334051e-06,1.82374935004626,TRUE,9.30948913917256e-08,4.82349168384744e-08,0.308518039187012,TRUE,1,9.95349288036787e-06,4.92264795735861e-06
"PROC",0.626235000688492,1.79842736764824,0.000805890879059783,1.12102677134659e-05,1.21233118416837,TRUE,1.7636886950652e-07,8.58176736340255e-08,0.34821256168238,TRUE,1,1.12398687062952e-05,5.48312264110675e-06
"FAXC",-1.66619063888099,-1.53066610744479,0.000808119216737126,0.00108397829204042,-1.59842837316289,TRUE,1.3094132663728e-05,5.4723985382088e-06,0.918662049663649,TRUE,0.75,0.000101449605537256,4.68525757675331e-05
"FER1L6",1.30570938577042,1.61807857376541,0.000811567399160028,0.00340591223770298,1.46189397976791,TRUE,3.81416004420391e-05,1.72171260605092e-05,0.806950544269259,TRUE,1,0.0002149522641933,0.00010613084458935
"SLC16A12",0.944348414640986,1.8632799353093,0.000821686894949745,0.00220014807216971,1.40381417497514,TRUE,2.57134966059716e-05,1.11839851738571e-05,0.506820471119508,TRUE,1,0.000161922434793622,7.79799111164932e-05
"HOXB8",1.17190650081335,3.15306443970557,0.000821686894949745,3.83159163642061e-05,2.16248547025946,TRUE,5.75326471632904e-07,2.5510467283052e-07,0.37167223290964,TRUE,1,1.54318581441788e-05,7.43165885511317e-06
"EBF2",-2.88996121484746,-1.40901437264394,0.000821686894949745,0.000736746783274525,-2.1494877937457,TRUE,9.27278429214066e-06,3.82885944150146e-06,0.487554769041532,TRUE,0.75,8.02001221022288e-05,3.7132051059687e-05
"RHPN1",0.97898130708078,2.25329520981472,0.000821686894949745,2.27759772856287e-05,1.61613825844775,TRUE,3.51723650640991e-07,1.61795340014592e-07,0.434466510564889,TRUE,1,1.27110951681288e-05,6.23353319074401e-06
"FAM110C",1.02768215867451,2.07818250879797,0.000844911087448204,0.000214320210359398,1.55293233373624,TRUE,2.99224874562653e-06,1.23520892736373e-06,0.494510060749633,TRUE,1,3.76295257684428e-05,1.72481562905024e-05
"STAMBPL1",-1.30768158634261,-1.02632037594572,0.000845109057322595,0.00127436583256203,-1.16700098114417,TRUE,1.5876112825963e-05,6.68635280598462e-06,0.784839663312981,TRUE,0.75,0.00011570587473161,5.39753904939947e-05
"SYT2",-1.19751408811766,-2.6653627657263,0.000846933827885759,0.000127391790441338,-1.93143842692198,TRUE,1.83871672637789e-06,7.70083273371469e-07,0.449287467926095,TRUE,0.75,2.80836585209673e-05,1.33192136093902e-05
"PROZ",1.34564159972766,3.85009661632638,0.000848146379766638,0.000947834941264196,2.59786910802702,TRUE,1.20857034780358e-05,5.03111358507446e-06,0.349508527661736,TRUE,1,9.59569356917043e-05,4.46064003630661e-05
"PPP2R2B",-1.35643457973606,-2.16047716311535,0.000848146379766638,9.48622635244466e-05,-1.75845587142571,TRUE,1.39476717447529e-06,5.91004379102422e-07,0.627840276626725,TRUE,0.75,2.4621526030466e-05,1.15135165870662e-05
"TSPAN12",0.899722070167097,2.31071532430877,0.000860336786145105,1.08395276500579e-05,1.60521869723793,TRUE,1.81761451038122e-07,8.97016360079661e-08,0.389369499869588,TRUE,1,1.14011267411847e-05,5.48312264110675e-06
"CPB2",1.23271830000705,3.97339989743287,0.000868129225001608,6.15932926549845e-05,2.60305909871996,TRUE,9.48795134107188e-07,4.11723839133238e-07,0.310242696891265,TRUE,1,2.03080493855872e-05,9.38110553896055e-06
"MYO7B",0.665166147745761,2.06385366106823,0.000875077145023884,0.000333690234436522,1.364509904407,TRUE,4.6856521976825e-06,1.92772784013417e-06,0.322293271220343,TRUE,1,5.13785097381072e-05,2.32094050752518e-05
"GLOD5",0.981509903475215,3.20899020825141,0.000875077145023884,0.00172852336552754,2.09525005586331,TRUE,2.17838652706427e-05,9.32423978849961e-06,0.305862542350992,TRUE,1,0.000144362816289263,6.8426196058288e-05
"FRK",0.824954334181669,1.84667807644061,0.000875077145023884,0.000288799765327172,1.33581620531114,TRUE,4.09181690373074e-06,1.68560770785753e-06,0.446723413629153,TRUE,1,4.66856907173864e-05,2.11989016469345e-05
"CNTNAP5",1.1013086875501,2.83467934511604,0.000875077145023884,3.44535069207529e-05,1.96799401633307,TRUE,5.5225092357371e-07,2.48715640083219e-07,0.388512615879317,TRUE,1,1.51076330947983e-05,7.29451129877289e-06
"PALMD",1.32734670477741,3.86336720263495,0.00088028553651693,1.34757324701678e-05,2.59535695370618,TRUE,2.28351606143119e-07,1.10907795169979e-07,0.343572493930194,TRUE,1,1.15504554227944e-05,5.74113067800963e-06
"PCDH1",0.938870408096994,3.10243937953456,0.00088215951593208,3.21886579284819e-06,2.02065489381578,TRUE,5.87208764788164e-08,3.30581154672771e-08,0.302623288722517,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"ADCY1",1.10356181037718,3.04101855678896,0.000895381958617354,4.52045484272982e-05,2.07229018358307,TRUE,7.29469718098743e-07,3.23654299361209e-07,0.362892165821718,TRUE,1,1.78184015291209e-05,8.23811964380062e-06
"HNMT",0.905539342834249,2.0988913962275,0.00089898634934466,0.000239881155182295,1.50221536953087,TRUE,3.52579142444716e-06,1.45926616379466e-06,0.431436969279042,TRUE,1,4.25101111146716e-05,1.92359875650444e-05
"GAS2",0.762116396834652,2.3580979603468,0.000903165079268244,6.67351810374482e-05,1.56010717859073,TRUE,1.06227244124372e-06,4.61110731486691e-07,0.323191152212595,TRUE,1,2.15402421339277e-05,1.0170534312314e-05
"UBE2B",0.720409332420134,1.42793360362585,0.000910796131658686,9.01259505582573e-05,1.07417146802299,TRUE,1.42136598819547e-06,6.0826529180158e-07,0.504511785835735,TRUE,1,2.47079251719332e-05,1.160007093311e-05
"MIB2",0.65643700571989,1.44547200123493,0.000910796131658686,4.77887648806312e-05,1.05095450347741,TRUE,7.8128465459589e-07,3.46195041078801e-07,0.454133324726503,TRUE,1,1.85494922474923e-05,8.64801209018636e-06
"NFE2L2",0.86772485207849,1.90136034003085,0.000910796131658686,6.73934831341321e-06,1.38454259605467,TRUE,1.22203270486808e-07,6.38447192891078e-08,0.456370543662654,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"KANK1",0.733274492908577,1.41267928303588,0.000910796131658686,0.000115575848026716,1.07297688797223,TRUE,1.79655174181453e-06,7.60559400903027e-07,0.519066501302939,TRUE,1,2.77369263453915e-05,1.32804627424371e-05
"GOLGB1",1.04315123931919,1.066458858398,0.000913582406990113,0.000693419758032594,1.0548050488586,TRUE,9.67475991710746e-06,4.00491162588779e-06,0.978144849287656,TRUE,1,8.2747997030679e-05,3.80556400684135e-05
"COX11",-0.725371274825238,-1.30498104301382,0.000915063959283971,2.97957517684001e-05,-1.01517615891953,TRUE,5.02157878336625e-07,2.29957732633679e-07,0.555848131824206,TRUE,0.75,1.4528387253326e-05,7.05529540433291e-06
"CSRNP1",0.781830821305918,1.51979457311734,0.000923835571407262,8.11752052021457e-05,1.15081269721163,TRUE,1.30531097594038e-06,5.62321843977642e-07,0.514431907532251,TRUE,1,2.39476533161703e-05,1.12944074633993e-05
"NUDT5",0.657319359838577,2.01251272518265,0.000923835571407262,1.08463911574559e-05,1.33491604251061,TRUE,1.94580394628629e-07,9.72137073063095e-08,0.326616250229633,TRUE,1,1.14011267411847e-05,5.56745529140729e-06
"SESN1",0.653772413893623,1.72036941982565,0.000939072996018779,3.11923400817507e-05,1.18707091685964,TRUE,5.37387600549219e-07,2.46178706420075e-07,0.380018620628516,TRUE,1,1.49183549440269e-05,7.29451129877289e-06
"NKX2-1",-2.26542110639039,-3.51961834918237,0.000940462089962458,0.000289597892865629,-2.89251972778638,TRUE,4.38932930481269e-06,1.81723281811319e-06,0.643655328969591,TRUE,0.75,4.88240881726933e-05,2.23015077282343e-05
"TBX1",-1.88570530540636,-1.21035976136309,0.000947923652012753,4.11173243518829e-05,-1.54803253338473,TRUE,7.0392046066834e-07,3.16657580379243e-07,0.64186050593004,TRUE,0.75,1.75483230136025e-05,8.1066058274361e-06
"HRH3",-1.3193731632073,-3.19899037190095,0.000956988268895528,0.00317163086206467,-2.25918176755412,TRUE,4.15982958029716e-05,1.8586713970925e-05,0.412434240126605,TRUE,0.75,0.000229136127489939,0.000111810495115373
"PLEK",-0.901180497327803,-1.39191724845811,0.000972369411626153,0.000159712235191712,-1.14654887289295,TRUE,2.59006787627827e-06,1.09048049645732e-06,0.647438271438969,TRUE,0.75,3.47278086217135e-05,1.61382957427358e-05
"FAM107A",0.919805099055549,2.3446300754287,0.000972369411626153,8.38590459083268e-05,1.63221758724212,TRUE,1.41248208934906e-06,6.11043291631752e-07,0.392302866322044,TRUE,1,2.47079251719332e-05,1.160007093311e-05
"NPR3",0.854381821725179,2.0761442843161,0.00100398699231734,0.000106408116084188,1.46526305302064,TRUE,1.82170600365333e-06,7.81864317733749e-07,0.411523335916231,TRUE,1,2.80231943502099e-05,1.33589096536784e-05
"HEBP1",0.698081919296722,2.25603242322201,0.00100398699231734,8.15638933181718e-05,1.47705717125937,TRUE,1.41814704342211e-06,6.16652493623526e-07,0.309429027752951,TRUE,1,2.47079251719332e-05,1.16523866336977e-05
"RGS7BP",-3.01454036416426,-2.86244422624734,0.00101001826417023,2.2284737134625e-05,-2.9384922952058,TRUE,4.18860114096926e-07,1.9918432692112e-07,0.949545828039,TRUE,0.75,1.3548555319118e-05,6.66102932271916e-06
"FBXL14",-0.61078550565172,-1.4864690540131,0.00102319299878952,8.43068404162379e-05,-1.04862727983241,TRUE,1.48939179918907e-06,6.47942064224694e-07,0.410896886149598,TRUE,0.75,2.54005732191681e-05,1.19592604117381e-05
"FOXP1",0.83450793743966,2.22866624291875,0.00102319299878952,0.000118346290728735,1.5315870901792,TRUE,2.04967540695363e-06,8.77338983795717e-07,0.374442759247233,TRUE,1,3.00966100605736e-05,1.41375004308983e-05
"TOE1",-1.01287623730225,-1.09462213894712,0.00102328311050418,2.0294878614647e-05,-1.05374918812469,TRUE,3.88140357994631e-07,1.86425542225699e-07,0.925320438225836,TRUE,0.75,1.31591354894242e-05,6.56564813053483e-06
"GADL1",-1.69450380926227,-0.636477727131638,0.00102646425178936,0.0312524369964045,-1.16549076819695,TRUE,0.000364015594209216,0.000235473715951562,0.37561304002541,TRUE,0.75,0.00117004026413247,0.000827820496227888
"ANK3",0.965699764659958,3.15244142306624,0.00103089407436813,0.000101898529661055,2.0590705938631,TRUE,1.79302574137971e-06,7.73344669413589e-07,0.306333928235426,TRUE,1,2.77330039852818e-05,1.33192136093902e-05
"KBTBD8",0.723587814618933,1.83455910391163,0.00105392878445384,2.07342931111599e-05,1.27907345926528,TRUE,4.07307107386201e-07,1.9620799740494e-07,0.394420552096743,TRUE,1,1.3485683758615e-05,6.66102932271916e-06
"F2RL1",1.33520886600487,2.87031351573134,0.00106176554820623,8.77331003151519e-05,2.10276119086811,TRUE,1.60119255759373e-06,6.98142098576326e-07,0.465178754406787,TRUE,1,2.61839630200119e-05,1.26171693550809e-05
"FABP2",1.72773083646098,3.21447165245346,0.00107538891766896,0.0016014125026037,2.47110124445722,TRUE,2.45783003623592e-05,1.04963937765934e-05,0.537485168096686,TRUE,1,0.000156753704944587,7.40161677624007e-05
"LGI2",-1.25932060821337,-1.01340699172304,0.00108297284696536,8.99704325451475e-05,-1.13636379996821,TRUE,1.67044211346867e-06,7.29062727855556e-07,0.804725170948158,TRUE,0.75,2.67649666422693e-05,1.29822178178649e-05
"GDPD1",0.711007854193796,2.23886301307532,0.00108329904157885,2.81319423783447e-05,1.47493543363456,TRUE,5.57891594935333e-07,2.6316003498561e-07,0.317575416647377,TRUE,1,1.51076330947983e-05,7.58281596850609e-06
"PROS1",0.64505196554989,1.9122199394775,0.00108329904157885,8.12433825666069e-06,1.2786359525137,TRUE,1.72047102092465e-07,9.11023102512232e-08,0.337331471256463,TRUE,1,1.10976665573536e-05,5.48312264110675e-06
"TMPRSS7",0.915548237730159,2.38788562258013,0.00108329904157885,0.000171781373510323,1.65171693015515,TRUE,3.06994257545861e-06,1.3025600007488e-06,0.383413773705334,TRUE,1,3.8435499659656e-05,1.78360235320627e-05
"ARL4A",0.575136562886821,1.65610407123744,0.00108447666419802,4.12123518181729e-05,1.11562031706213,TRUE,8.01066814956758e-07,3.67114210031438e-07,0.347282862759391,TRUE,1,1.88606731210374e-05,8.90023044646798e-06
"VIPR1",0.985518467506774,1.96234863727758,0.0010910893997544,0.000323076450940029,1.47393355239218,TRUE,5.59009947693052e-06,2.33580714636972e-06,0.502213749782002,TRUE,1,5.70863652607989e-05,2.61882293288753e-05
"TMEM37",1.29390610024481,0.71740616060676,0.00109899841283096,0.00223685765237218,1.00565613042578,TRUE,3.42098412437639e-05,1.48800292101292e-05,0.554449940742244,TRUE,1,0.000198332841574653,9.54754940083688e-05
"NECTIN1",0.69234902285049,2.25495079507994,0.00110411262635415,1.64341758320915e-05,1.47364990896522,TRUE,3.415805076111e-07,1.69299398722345e-07,0.307035091125323,TRUE,1,1.25879842717899e-05,6.34947656447165e-06
"MCM9",-1.17490150399877,-1.16453497314025,0.00110752431846745,0.00128339636675383,-1.16971823856951,TRUE,2.05588438706698e-05,8.70465070967885e-06,0.991176680919006,TRUE,0.75,0.000138518887637359,6.53504157796616e-05
"CCND3",-0.884745667012959,-1.85519191589032,0.00110752431846745,1.70075314793016e-05,-1.36996879145164,TRUE,3.53885803517349e-07,1.74939211006198e-07,0.476902502342117,TRUE,0.75,1.27110951681288e-05,6.46575011667715e-06
"RABIF",-0.740622088140405,-1.82743680240061,0.00112226958889528,0.000358234241637933,-1.28402944527051,TRUE,6.32270038218535e-06,2.64348303380402e-06,0.405279179650692,TRUE,0.75,6.15283678982814e-05,2.81550455729473e-05
"CHST11",-1.47233061920541,-2.38447209953437,0.00112226958889528,9.13227071805442e-05,-1.92840135936989,TRUE,1.7518919077881e-06,7.67227247955304e-07,0.617466071208349,TRUE,0.75,2.73603124509021e-05,1.32986056312253e-05
"RHOC",0.94920197972832,2.78440499722961,0.00112226958889528,2.43033807425651e-05,1.86680348847897,TRUE,5.02330773496957e-07,2.41164821668249e-07,0.340899395264965,TRUE,1,1.4528387253326e-05,7.2149665019666e-06
"C12orf75",0.766752071509452,1.77389070121045,0.00113584703950114,0.00031306966766756,1.27032138635995,TRUE,5.63605667871616e-06,2.36342288351121e-06,0.43224313143208,TRUE,1,5.74173274144208e-05,2.63152565985738e-05
"LHX4",-1.60007550910984,-2.8902790031523,0.0011399357141716,0.000133077263391847,-2.24517725613107,TRUE,2.533589002526e-06,1.09140847814881e-06,0.553605900110235,TRUE,0.75,3.4304633203531e-05,1.61382957427358e-05
"PXDN",0.77652581274678,2.47529410810095,0.0011399357141716,0.000123984523702583,1.62590996042386,TRUE,2.37047972526058e-06,1.02437390880894e-06,0.313710524420281,TRUE,1,3.27208479305227e-05,1.57018525828006e-05
"NPTX2",-0.90887042628919,-1.1099575140091,0.00114361403295578,0.000719547751004496,-1.00941397014914,TRUE,1.23518723120455e-05,5.16571998254722e-06,0.818833527245927,TRUE,0.75,9.76415677872458e-05,4.53769698088147e-05
"PCBD1",0.738297406184875,1.84329751205367,0.00114441054820911,1.24552133921815e-05,1.29079745911927,TRUE,2.71767806174136e-07,1.39190904135944e-07,0.400530788631249,TRUE,1,1.19352534980931e-05,5.92545532319244e-06
"DNAJC18",-1.21278088324372,-1.05654799398465,0.00117254068432429,0.000261954357331802,-1.13466443861419,TRUE,4.91318189189727e-06,2.07344902758422e-06,0.87117797500138,TRUE,0.75,5.31853508502188e-05,2.45112328560723e-05
"SEMA6A",0.679290634353587,1.48990485449334,0.00117439482429267,5.49158024886721e-05,1.08459774442346,TRUE,1.13228209810241e-06,5.14339872026426e-07,0.455928868413943,TRUE,1,2.22023301335905e-05,1.07643080377679e-05
"WSB1",0.923077790244414,1.54163484390059,0.00117936020304622,1.70075314793016e-05,1.2323563170725,TRUE,3.7557888662185e-07,1.87688859898394e-07,0.598765520834282,TRUE,1,1.30625769498324e-05,6.56564813053483e-06
"CDC42EP1",1.03154811598164,2.9999639833094,0.00122889812772957,8.12433825666069e-06,2.01575604964552,TRUE,1.9391177032268e-07,1.05241526493494e-07,0.343853500148921,TRUE,1,1.14011267411847e-05,5.69933922418637e-06
"GRAMD1B",0.64796697925336,1.48293867148357,0.00122889812772957,0.000309921574006796,1.06545282536847,TRUE,6.0103186139718e-06,2.53661911209235e-06,0.436947927593739,TRUE,1,5.92365820604941e-05,2.74594509239743e-05
"FUT11",-0.863527503740885,-1.61497207185901,0.00123245177323664,5.98586178856817e-05,-1.23924978779995,TRUE,1.28529104482877e-06,5.84327639940874e-07,0.534701199350694,TRUE,0.75,2.37344812548336e-05,1.14913250026423e-05
"SERINC4",-0.662721667775746,-1.62317077113605,0.00123245177323664,6.15932926549845e-05,-1.1429462194559,TRUE,1.3203695928498e-06,5.99134026835202e-07,0.408288320342232,TRUE,0.75,2.40676401483762e-05,1.15135165870662e-05
"DNAJC12",0.835609241857887,1.51325803178205,0.00123245177323664,1.7864473062504e-05,1.17443363681997,TRUE,4.1021044532938e-07,2.05630485861086e-07,0.552192173646587,TRUE,1,1.35028200348941e-05,6.69082503411528e-06
"FNDC3A",0.559572604048791,1.73349838151551,0.00125147025268827,1.25611380767506e-05,1.14653549278215,TRUE,2.98180214861214e-07,1.55127679257738e-07,0.322799611476756,TRUE,1,1.21490323564011e-05,6.23353319074401e-06
"TM4SF4",1.00785120273286,2.43880721494853,0.0012544453982034,2.61768428537669e-05,1.7233292088407,TRUE,5.98681896571485e-07,2.9081992014568e-07,0.413255790189274,TRUE,1,1.59573199853456e-05,7.9006078306243e-06
"GPR137B",0.839728001714654,2.38390690554244,0.00125721858564344,0.000217386495449552,1.61181745362855,TRUE,4.40363514600715e-06,1.88012999935427e-06,0.35224865524838,TRUE,1,4.89190190007295e-05,2.27656883921812e-05
