"gene","logFC_106839","logFC_299945","avg_logFC","SE_106839","SE_299945","P_106839","P_299945","FDR_106839","FDR_299945","sig_106839","sig_299945","direction_consistent","category"
"SUSD3",1.56493181374348,5.00824748457042,3.28658964915695,0.1529264850392,0.903927818410596,2.95837257304068e-06,0.000221603489628717,6.58511820887943e-05,0.000499751209256506,TRUE,TRUE,TRUE,"Moderate"
"VSX1",1.63286624282279,4.83902189093414,3.23594406687846,0.20922202579728,0.66181591577093,2.69985348802208e-05,2.17344495038219e-05,0.000278048558729716,6.38748369281026e-05,TRUE,TRUE,TRUE,"Moderate"
"HNF4A",-1.13277878308882,-5.29058170858729,-3.21168024583806,0.0873279692814016,0.13808455356415,3.96656191458344e-07,1.86170899474318e-12,2.32916072016354e-05,4.08054707692963e-10,TRUE,TRUE,TRUE,"Moderate"
"FETUB",-1.18123777921839,-5.22418212669333,-3.20270995295586,0.0741248770095625,0.178824282862772,6.68177799665254e-08,2.97648036178917e-11,1.08116307815066e-05,2.11576117215449e-09,TRUE,TRUE,TRUE,"Moderate"
"CACNG5",0.899817612187178,5.47442032440876,3.18711896829797,0.191323006676731,0.437700197038887,0.00111602463623587,1.46337493076854e-07,0.00434732930059658,1.01507309707226e-06,TRUE,TRUE,TRUE,"Moderate"
"PLXNA4",-0.960183743479777,-5.33623369047941,-3.14820871697959,0.0953629219873882,0.585791121848289,3.38648135833364e-06,2.98492448397902e-06,7.10828684629749e-05,1.17141579329288e-05,TRUE,TRUE,TRUE,"Moderate"
"RASSF10",1.82912260980565,4.46468088679995,3.1469017483028,0.0983708239644398,0.420444024875464,1.73075967490665e-08,7.07009137806599e-07,5.55383613584208e-06,3.59442591269168e-06,TRUE,TRUE,TRUE,"Moderate"
"SLC35F1",1.84464019757433,4.4300897733468,3.13736498546057,0.176345866488933,0.43130111743234,2.46221470691502e-06,9.69536840404878e-07,5.98701794164954e-05,4.68025414524764e-06,TRUE,TRUE,TRUE,"Moderate"
"NKX2-1",1.26841253683428,4.971514241623,3.11996338922864,0.151016802149546,0.775208773806094,1.49950546483908e-05,6.70920957242057e-05,0.00018747160447483,0.000172107589458374,TRUE,TRUE,TRUE,"Moderate"
"ACSL5",-1.00588080284656,-5.17221792836483,-3.0890493656057,0.0621968378453286,0.103360527781973,5.87531774539324e-08,1.20322391999762e-13,1.0007205068453e-05,1.76364503667677e-10,TRUE,TRUE,TRUE,"Moderate"
"NR1H4",-1.11941718346715,-5.03810967456288,-3.07876342901501,0.0769657556246993,0.15541162152945,1.47828969878959e-07,1.02900745390266e-11,1.52651745325432e-05,1.17000928609959e-09,TRUE,TRUE,TRUE,"Moderate"
"PROZ",-1.3058632241363,-4.84426855768128,-3.07506589090879,0.120469948639448,0.759862201367435,1.82568098597334e-06,7.05191289262399e-05,5.0200260836535e-05,0.000179802409328904,TRUE,TRUE,TRUE,"Moderate"
"GIMD1",-1.40820568368642,-4.7221401246408,-3.06517290416361,0.150759686615461,0.373939882448074,6.30510734001936e-06,1.33269972022892e-07,0.000104226273396705,9.46273033418237e-07,TRUE,TRUE,TRUE,"Moderate"
"NKX6-1",1.93766521324377,4.19261787312924,3.0651415431865,0.162581707026137,0.259400161200903,8.18110859976285e-07,1.17237187177493e-08,3.17215888287579e-05,1.5437146993919e-07,TRUE,TRUE,TRUE,"Moderate"
"TPPP",-1.29706807941828,-4.8023663411705,-3.04971721029439,0.189886898256305,0.332392547822965,7.64618924460584e-05,3.56196948796832e-08,0.000573396045491208,3.38326955640496e-07,TRUE,TRUE,TRUE,"Moderate"
"SPEF2",-1.50977287105939,-4.57691414541569,-3.04334350823754,0.195612680270892,0.525469697499306,2.94878486486042e-05,4.51218576786849e-06,0.000294318812015843,1.65496653907408e-05,TRUE,TRUE,TRUE,"Moderate"
"AHSG",-1.24860786699737,-4.82397611626585,-3.03629199163161,0.111589812008737,0.541927022292995,1.39703902703576e-06,3.69473488881799e-06,4.29003152316747e-05,1.39907737869102e-05,TRUE,TRUE,TRUE,"Moderate"
"HACD4",-0.727518191276622,-5.3168589244504,-3.02218855786351,0.140064381511583,0.819281659559519,0.00056894266278058,6.07116670431756e-05,0.00255720275888664,0.000157274620228226,TRUE,TRUE,TRUE,"Moderate"
"BARHL2",1.02876540620412,5.01428434630231,3.02152487625322,0.196812472571978,0.987359189811216,0.000544457815334563,0.000435512848757556,0.00246957846804583,0.000911770368112982,TRUE,TRUE,TRUE,"Moderate"
"SLCO2B1",-0.659842104340521,-5.38183433887396,-3.02083822160724,0.254129971433454,0.707925730338608,0.0289107671600013,1.54106895176037e-05,0.057959303046045,4.76043214731763e-05,FALSE,TRUE,TRUE,"Moderate"
"DLK2",0.795045968460341,5.24307064601505,3.01905830723769,0.124812372535591,0.346651869793005,0.000129934051538158,2.2654287085196e-08,0.000858809984007906,2.4690825328347e-07,TRUE,TRUE,TRUE,"Moderate"
"PABPN1L",1.75274901715595,4.25773326037812,3.00524113876704,0.177327370470802,0.270207563926637,3.94960957654112e-06,1.50921549498452e-08,7.73449551351689e-05,1.85380133938683e-07,TRUE,TRUE,TRUE,"Moderate"
"CCDC85A",1.29080393588225,4.71463002481716,3.00271698034971,0.160075576188917,0.316030895606376,2.08063331627394e-05,2.59576576278221e-08,0.000231873493021575,2.71651407065292e-07,TRUE,TRUE,TRUE,"Moderate"
"NPY2R",0.467010875502888,5.50305200339531,2.9850314394491,0.314022363834675,0.833417384624377,0.17114486042037,5.24326650284874e-05,0.247850749669018,0.000138427500329367,FALSE,TRUE,TRUE,"Moderate"
"ATP7B",-0.791054054498382,-5.17573204912965,-2.98339305181402,0.0831638366202264,0.368548876940989,5.42797006244115e-06,4.71114985147263e-08,9.47529877704976e-05,4.16947168545077e-07,TRUE,TRUE,TRUE,"Moderate"
"MYLK2",0.493628875120469,5.44330500671362,2.96846694091704,0.159688343157958,0.835499214216126,0.0129083564991165,5.87429327047899e-05,0.0303128416364964,0.0001528806173146,TRUE,TRUE,TRUE,"Moderate"
"SIGIRR",-1.07651757561945,-4.83836338624175,-2.9574404809306,0.077035267433118,0.158777410426171,2.08910106922029e-07,1.93572762209386e-11,1.78697535834593e-05,1.67909404250492e-09,TRUE,TRUE,TRUE,"Moderate"
"PLA1A",-0.514135416835828,-5.3998671065504,-2.95700126169311,0.0827222901571063,0.503334636127841,0.000156166989989662,6.41367266782188e-07,0.000978642172540544,3.30606864281059e-06,TRUE,TRUE,TRUE,"Moderate"
"ANKRD34B",0.774844365962845,5.11255454412592,2.94369945504438,0.178373470593945,0.738680651020558,0.0018678231838262,3.50433497207345e-05,0.00647009644656799,9.69916922862696e-05,TRUE,TRUE,TRUE,"Moderate"
"RASL11B",0.83047506866238,5.02207127025422,2.9262731694583,0.148397917682009,0.423624391302974,0.000336187306796221,2.45927205567782e-07,0.00170197352550145,1.50599090804026e-06,TRUE,TRUE,TRUE,"Moderate"
"BMP4",1.27436528383044,4.57565485575834,2.92501006979439,0.176862739950006,0.605242515835343,5.06042208375062e-05,1.6190749937943e-05,0.000427065109455143,4.97606260870324e-05,TRUE,TRUE,TRUE,"Moderate"
