"gene","logFC_106839","logFC_299945","avg_logFC","SE_106839","SE_299945","P_106839","P_299945","FDR_106839","FDR_299945","sig_106839","sig_299945","direction_consistent","category"
"RPP30",0.471447692546424,1.03788621139489,0.75466695197066,0.0848335038136453,0.115846765665548,0.000353412078645316,3.48131792515989e-06,0.00177050587276748,1.32861337749566e-05,TRUE,TRUE,TRUE,"Moderate"
"KCNK5",-0.367706948741066,1.87690226094708,0.754597656103005,0.151962754423529,0.546377089587379,0.0386351781067788,0.0061091400961041,0.0731824377736239,0.00994049599083735,FALSE,TRUE,FALSE,"Moderate"
"MID2",0.0828036699647683,-1.59071117637126,-0.753953753203246,0.115588613360049,0.174332479636576,0.491939318374015,2.9393762468215e-06,0.583902005324201,1.15623710802974e-05,FALSE,TRUE,FALSE,"Moderate"
"CYP46A1",-0.40784368023318,-1.09982955208992,-0.75383661616155,0.088391005098374,0.104352524510067,0.00126579528892298,7.59319584548498e-07,0.00477168528718546,3.81061595239815e-06,TRUE,TRUE,TRUE,"Moderate"
"FBXO32",-0.963092232006109,2.46912747578178,0.753017621887837,0.0958700057311349,0.181790245534481,3.45136873163013e-06,6.54035571057257e-08,7.13509005108991e-05,5.40044680556993e-07,TRUE,TRUE,FALSE,"Moderate"
"NADK",0.00156953004846816,-1.50670492236935,-0.75256769616044,0.0937862729676058,0.0497842376337708,0.987013099353004,2.07580646697389e-11,0.99019055895507,1.69163951078646e-09,FALSE,TRUE,FALSE,"Moderate"
"PIP4K2B",0.70133108553469,0.80370386948363,0.75251747750916,0.0722833344647466,0.0842159417578957,4.60686196182758e-06,1.9360212875777e-06,8.61380812151495e-05,8.13670485198738e-06,TRUE,TRUE,TRUE,"Moderate"
"MYO1A",-0.59801619641111,-0.906794824631572,-0.752405510521341,0.0899793497857176,0.275852289201975,9.42661466225636e-05,0.00786908569226694,0.000670460995504861,0.0125327440875893,TRUE,TRUE,TRUE,"Moderate"
"PCIF1",0.674946072513382,0.829535637925724,0.752240855219553,0.077081912332411,0.0628133643052799,1.0700640501812e-05,8.609768098511e-08,0.000146398681597149,6.75140622375317e-07,TRUE,TRUE,TRUE,"Moderate"
"PTPRJ",-0.267099856946674,-1.23694668417882,-0.752023270562747,0.114034729365547,0.158340469986509,0.0438640638718775,1.20945589574736e-05,0.0813651308240691,3.86199692858378e-05,FALSE,TRUE,TRUE,"Moderate"
"TEKT5",-0.00796389977081979,-1.49409177273009,-0.751027836250457,0.181622135852801,0.818747452259393,0.965982680721833,0.0970989147063657,0.974086562271513,0.122966626781963,FALSE,FALSE,TRUE,"Low"
"GRPEL2",0.649795370039074,0.850847883610721,0.750321626824898,0.147917635825469,0.0721921582917233,0.00173915968201637,2.60218347881145e-07,0.00610483502898861,1.57064360048203e-06,TRUE,TRUE,TRUE,"Moderate"
"ITGB8",-0.713223598352928,-0.787288815129561,-0.750256206741245,0.111352726342584,0.180592423903935,0.0001246691882712,0.00132389302647851,0.00083185293426953,0.00246661557236276,TRUE,TRUE,TRUE,"Moderate"
"KAT2A",0.6780269081441,0.82198576485299,0.750006336498545,0.105029566089296,0.0702086354929352,0.000117509314996234,2.77465700951815e-07,0.00079632018292265,1.65709664504238e-06,TRUE,TRUE,TRUE,"Moderate"
"ACADSB",-0.376644907342552,-1.12330387698217,-0.749974392162359,0.0833010588167994,0.0777345693316577,0.0014446536686914,3.55558008627825e-08,0.00531031715525094,3.38326955640496e-07,TRUE,TRUE,TRUE,"Moderate"
"MINPP1",0.775662122711108,0.72378101340472,0.749721568057914,0.121319818457796,0.164028605611405,0.000126373182040794,0.00121660895696152,0.000840556485131417,0.00228392408832535,TRUE,TRUE,TRUE,"Moderate"
"DIXDC1",-0.36546902858053,-1.13261236064336,-0.749040694611947,0.17108895986655,0.335527465587106,0.0614137997582052,0.00676319852518011,0.106829793501248,0.0108993588183998,FALSE,TRUE,TRUE,"Moderate"
"BYSL",1.08099718086995,0.41592087041591,0.748459025642932,0.107398595048039,0.076642565133655,3.39616271952887e-06,0.000260979359298681,7.10828684629749e-05,0.000577559265949265,TRUE,TRUE,TRUE,"Moderate"
"MYH11",-0.623483543142154,-0.873249552821831,-0.748366547981993,0.158003244759984,0.140326707606309,0.00337674248287887,8.6286952868417e-05,0.0103128534486181,0.000215499679855999,TRUE,TRUE,TRUE,"Moderate"
"DOCK2",0.575654904719757,0.920700685221121,0.748177794970439,0.199260086077108,0.209414384201935,0.0179192199656893,0.00124792561764157,0.0393764212043117,0.00233754235481316,TRUE,TRUE,TRUE,"Moderate"
"ASB13",-0.380336753226621,-1.11578764561324,-0.748062199419929,0.10466593024103,0.143902182500482,0.005455476535272,1.29289758342844e-05,0.0151944321641108,4.09271642850524e-05,TRUE,TRUE,TRUE,"Moderate"
"CTH",0.269473171038145,-1.76322429285565,-0.746875560908753,0.0586255188436615,0.0557613798722688,0.0012978156567881,1.32691618895609e-11,0.00486198495557663,1.28329572573293e-09,TRUE,TRUE,FALSE,"Moderate"
"GGH",-0.446920208481258,-1.04498376327378,-0.74595198587752,0.0706264493338421,0.0810445345763424,0.000136541512944085,1.08781075783056e-07,0.000891948714221871,8.14309583308389e-07,TRUE,TRUE,TRUE,"Moderate"
"XRN1",-0.595787899736491,-0.894934604622318,-0.745361252179404,0.139732131726497,0.1391466225276,0.00210065628493897,6.54892584217545e-05,0.00705867491273021,0.000168355549562589,TRUE,TRUE,TRUE,"Moderate"
"PNPLA7",-0.196048810793996,-1.29375727861164,-0.744903044702816,0.0744173565123186,0.085896440976097,0.0271655175877084,2.36108959913211e-08,0.0550640002368052,2.54368858989726e-07,FALSE,TRUE,TRUE,"Moderate"
"FOXA1",-0.515745837633183,-0.974028572451928,-0.744887205042556,0.0770515126578894,0.0777669611309652,8.93014439466011e-05,1.44335664304426e-07,0.000647185486103963,1.00533135716676e-06,TRUE,TRUE,TRUE,"Moderate"
"NID1",-0.608789611266871,-0.880796916744782,-0.744793264005827,0.0672594059100231,0.0833070550863931,8.16378158733234e-06,7.36861369975361e-07,0.000123989274866091,3.71922709476466e-06,TRUE,TRUE,TRUE,"Moderate"
"WDR55",0.356400921026072,1.13262112827825,0.744511024652161,0.0770841670197828,0.0825069056470242,0.00124893469704342,5.89186153877425e-08,0.00473941947800706,4.97085913255576e-07,TRUE,TRUE,TRUE,"Moderate"
"TK1",0.69360560296295,0.795396985212962,0.744501294087956,0.260291556438692,0.0511612857881721,0.0258504817367343,1.72467596749305e-08,0.0529727114790265,2.01268010963752e-07,FALSE,TRUE,TRUE,"Moderate"
"ENOPH1",0.929520740390707,0.559473906268085,0.744497323329396,0.0959315549896377,0.0732438174398823,4.65875057908493e-06,1.47732782953323e-05,8.69151382980501e-05,4.59358328074375e-05,TRUE,TRUE,TRUE,"Moderate"
"ABCF2",0.979314249923897,0.50906538337316,0.744189816648529,0.0690077349076038,0.0521740686047391,1.82859548204492e-07,1.57345997767373e-06,1.67236982455717e-05,6.9569586190997e-06,TRUE,TRUE,TRUE,"Moderate"
"PPP1R3D",-0.148959551459794,1.63729143077319,0.744165939656699,0.136058896199257,0.197912271665808,0.30203676142069,7.21861657533444e-06,0.395538881026255,2.47403013706167e-05,FALSE,TRUE,FALSE,"Moderate"
"SRGAP1",0.242192850224058,1.24605408336572,0.74412346679489,0.112696632055315,0.0716982042431124,0.0601353808270455,5.68540511008805e-09,0.104887871948333,9.14665365129653e-08,FALSE,TRUE,TRUE,"Moderate"
"DDX54",0.659354586100388,0.828760395101352,0.74405749060087,0.0825291200807575,0.0694547389064169,2.24055752484094e-05,2.30940421357882e-07,0.0002448318313508,1.43935755948535e-06,TRUE,TRUE,TRUE,"Moderate"
"SBK1",-0.45376327305033,1.94121440131793,0.743725564133801,0.157488810333011,0.391957828725468,0.0181460160455617,0.00052629402066395,0.0397721235868839,0.00107795469568317,TRUE,TRUE,FALSE,"Moderate"
"MOCS2",-0.279071154774363,-1.20802571782498,-0.743548436299674,0.0993031416306436,0.0927489930111622,0.0203722417569975,9.85798609124722e-08,0.0435719476724394,7.51995421321433e-07,TRUE,TRUE,TRUE,"Moderate"
"DSCC1",1.17415223226917,0.312876480048065,0.743514356158616,0.115886027494323,0.0581319833539133,3.21434627811652e-06,0.000278392607199768,6.88180905447135e-05,0.000611751213627277,TRUE,TRUE,TRUE,"Moderate"
"CNTFR",-0.057952582742923,-1.4286878529615,-0.743320217852214,0.168357986476053,0.247838052225179,0.738587215992888,0.000161439386858316,0.796216891142109,0.000377319722507187,FALSE,TRUE,TRUE,"Moderate"
"RETSAT",-0.181662417853476,-1.30492322942701,-0.743292823640243,0.0610213186495282,0.0639692143118083,0.0155285475150015,1.13785536894321e-09,0.0351226971580893,2.62299043131184e-08,TRUE,TRUE,TRUE,"Moderate"
"SPPL2A",-0.318537474837574,-1.16800584598298,-0.743271660410279,0.059407965855885,0.0453740510316629,0.000455597059751975,1.0794125602044e-10,0.00215343235163825,5.02618041876745e-09,TRUE,TRUE,TRUE,"Moderate"
"SENP1",0.484908698564382,1.00129524252577,0.743101970545078,0.0897739555194711,0.0653604472179292,0.000432574858202387,1.99583568909181e-08,0.00206800275961073,2.23654634084516e-07,TRUE,TRUE,TRUE,"Moderate"
"B3GNTL1",0.348769649295693,1.13645889124277,0.742614270269234,0.162640998045141,0.365043486929665,0.0605924679802455,0.0106209274976088,0.105641323163238,0.0163911379245929,FALSE,TRUE,TRUE,"Moderate"
"SLC6A1",-0.594230928207791,2.0792827395844,0.742525905688306,0.215794495566825,0.591500014959851,0.022346831914088,0.00533085067905741,0.0469361566962399,0.00876563955708208,TRUE,TRUE,FALSE,"Moderate"
"BBS2",0.39342133960396,1.09162557213345,0.742523455868704,0.073518844191392,0.0799588437686939,0.000461964949605306,6.21846136686438e-08,0.00218124191132382,5.17017133802341e-07,TRUE,TRUE,TRUE,"Moderate"
"NR2F1",-0.518442630125345,-0.966251547727636,-0.74234708892649,0.0969458346118518,0.185320244369977,0.00046412228454166,0.000356122370079525,0.00218897135769816,0.000761864638151316,TRUE,TRUE,TRUE,"Moderate"
"LRRC42",0.400444119053793,1.0841158952611,0.742280007157446,0.115187704482503,0.104263834948292,0.00698024004747518,8.63482262738318e-07,0.0185390592675051,4.24129583110345e-06,TRUE,TRUE,TRUE,"Moderate"
"PNLDC1",0.152691089497777,1.33150165530876,0.74209637240327,0.172270919379186,0.277662808082782,0.398502866127273,0.000668832888147522,0.49563978057574,0.00133165166135193,FALSE,TRUE,TRUE,"Moderate"
