"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","DEG"
"FRMD6",2.4443475684001,2.32408597850133,10.1250306118013,3.02619598493124e-07,2.54141707138022e-06,7.17995060579237,"Up"
"CHST15",2.17310719824399,3.02408874455552,10.115919518863,3.05595166039674e-07,2.55530191559346e-06,7.10799169615537,"Up"
"MICAL2",-1.69123122395661,5.11129844172321,-10.1152761491158,3.05806467105727e-07,2.55530191559346e-06,6.94318671301172,"Down"
"CALR3",2.2273788315871,2.39373828083646,10.1123199790539,3.06779377243739e-07,2.56075563504843e-06,7.23397578313539,"Up"
"HNMT",-1.99053561918206,2.49298952478414,-10.1105074167677,3.07377556511492e-07,2.5632059073218e-06,7.22859185001523,"Down"
"LPAR1",-2.98551295642175,4.57479762526731,-10.0858690328068,3.15634132120035e-07,2.62287988015078e-06,7.0124249413942,"Down"
"CBLN1",3.07524996289393,2.76211658577665,10.0838418777717,3.16323980523945e-07,2.62480273385451e-06,7.19506250420622,"Up"
"GUCA1A",-2.21400430936223,2.55961840459115,-10.0696174467421,3.21210393777094e-07,2.64707566429037e-06,7.15431842330521,"Down"
"RHOC",-2.39196382780445,5.12329975573682,-10.0703047768977,3.20972425619614e-07,2.64707566429037e-06,6.92026954395814,"Down"
"FGGY",-1.50297993520128,4.94612423928874,-10.061145555274,3.24159153858917e-07,2.65835781731864e-06,6.88927298834548,"Down"
"PLXNA4",-4.85901100870564,3.9825767580221,-10.059251945343,3.2482221865441e-07,2.66120170180935e-06,7.06222664670113,"Down"
"CPB2",-3.52148100241883,4.39378349927937,-10.0428099090539,3.30641162628448e-07,2.70098518675317e-06,7.01092680167777,"Down"
"MAML2",2.69295144898727,2.37728351582919,10.0245067755982,3.37250718589988e-07,2.7416691267789e-06,7.08784262312914,"Up"
"TRIM2",-2.0467306441662,3.45829629191435,-10.0211091760374,3.38493188050741e-07,2.74646256919859e-06,7.09021487687859,"Down"
"VAT1L",3.29814563021205,2.51308486947265,10.0088046776023,3.43034127013593e-07,2.76995119452243e-06,7.06861983644005,"Up"
"ADAMTS19",-2.61258193325536,1.87324482178676,-10.0000833027607,3.46292323749029e-07,2.79357968554586e-06,7.0842800975358,"Down"
"GUCY2C",-3.92391405808636,5.98494412929715,-9.99709836813325,3.47415079089098e-07,2.799952562697e-06,6.79716956471661,"Down"
"CEP85L",1.59342934583389,3.24291647975815,9.99489237109007,3.48247356267152e-07,2.80129374343386e-06,6.88793334598799,"Up"
"FOXP1",-1.94176092895116,5.83043085733152,-9.97500125027852,3.55849292908401e-07,2.85153900050599e-06,6.74951238427847,"Down"
"MPG",-2.25974281057887,4.42283897678156,-9.97275891316501,3.56717376155539e-07,2.85577545477897e-06,6.84616945000767,"Down"
"ASAP3",-1.50691731518573,6.50674311817641,-9.96616701714461,3.59282513566722e-07,2.87084811885128e-06,6.72632459230123,"Down"
"TACC3",-1.52779672486095,7.6299526833619,-9.93423351240127,3.71992497298538e-07,2.94377390900484e-06,6.67798469840621,"Down"
"PLPP1",-2.28138676981372,6.10908767988129,-9.93271826224037,3.7260746530665e-07,2.94377390900484e-06,6.67588041724644,"Down"
"ABCG1",2.05753105812133,2.55584343475957,9.92195678815909,3.77006569915098e-07,2.96461054136975e-06,6.95973999678978,"Up"
"PLCD4",1.67135223222745,1.3726402604821,9.92086069435404,3.7745775362427e-07,2.96538705788479e-06,7.02057885898038,"Up"
"GRIN2C",1.52132108430045,2.49284353126672,9.91522498282795,3.79786746941338e-07,2.97812272951018e-06,6.84884278833799,"Up"
"FBLN1",-1.53445840865053,7.42543757255641,-9.91108456549268,3.81507631281459e-07,2.98883166629627e-06,6.57761387204905,"Down"
"CTNNAL1",1.63103238302526,4.95167341732974,9.89911969638429,3.86527825022299e-07,3.02534429743035e-06,6.69703803237452,"Up"
"ACSM5",-3.77416976477153,1.68518836011556,-9.89431998320787,3.88561571926961e-07,3.03561473184165e-06,7.01689601011281,"Down"
"TAT",-3.15166826332985,3.51329721097263,-9.88796825144301,3.91270625726974e-07,3.04633676403538e-06,6.87862231233463,"Down"
"PRICKLE2",1.95223193630684,2.9850919410004,9.88598126692828,3.92122246056382e-07,3.04646036779169e-06,6.88140624018471,"Up"
"MYO3A",-2.05041140062992,1.67429370271048,-9.87423543357167,3.97197332231049e-07,3.08020124736594e-06,6.98471624792039,"Down"
"ADGRG2",-3.96708581383588,5.98574876962209,-9.85461798893144,4.05831477416721e-07,3.13847982627232e-06,6.63305664672011,"Down"
"SOX13",2.09682774326246,2.81188543289752,9.85162052079256,4.07168392516024e-07,3.14104732238595e-06,6.8161573416693,"Up"
"IL2RB",-2.79230032844231,2.33406958949414,-9.850095755153,4.0785027428466e-07,3.14253865186001e-06,6.94520753271049,"Down"
"STK17A",3.37025848839817,2.3110329843514,9.83310340695433,4.15532842067691e-07,3.19122754361647e-06,6.93021487148121,"Up"
"FOXN3",-1.7427321774892,5.74113092792752,-9.82724166246954,4.18218973124838e-07,3.2077433362556e-06,6.62007727817115,"Down"
"MPP2",-2.97565273236618,2.96692853123751,-9.82389278159061,4.19761952843222e-07,3.2137189001118e-06,6.83946451642995,"Down"
"STS",-1.66953873528064,5.69782144990104,-9.82161908951418,4.20813027534391e-07,3.21883710334033e-06,6.57451181697563,"Down"
"FFAR4",-1.58782071635238,3.06690188178261,-9.81858793222682,4.22218657217578e-07,3.22372756971751e-06,6.85086996649925,"Down"
"HAAO",-2.53529216347073,0.996155882789051,-9.81090648988907,4.25803372290812e-07,3.23641334639105e-06,6.8845308318778,"Down"
"PPARG",-1.97024924877615,4.2008539336642,-9.80846206294899,4.26950960654569e-07,3.239283483271e-06,6.62436257627788,"Down"
"HNF1A",-2.99777807524218,5.99403515885881,-9.79482318519883,4.3341527152092e-07,3.27590134517178e-06,6.54095698468303,"Down"
"NGEF",-4.21590324626884,2.08061820143533,-9.78745286317875,4.36952189077659e-07,3.2891370418361e-06,6.902416899131,"Down"
"DOCK3",3.47448106319644,3.05368860890289,9.78787770539651,4.36747473757197e-07,3.2891370418361e-06,6.77718280911049,"Up"
"IRX1",-2.44915927167923,2.40245253973481,-9.77137197068324,4.44777208063943e-07,3.33246253664293e-06,6.73547802117931,"Down"
"MAP4K4",-1.57907758633428,8.05948482148434,-9.74375396712462,4.58569449240677e-07,3.40547515084824e-06,6.40899759022639,"Down"
"DLL1",-3.34321676181658,5.89618337047585,-9.72641444794288,4.67462795063272e-07,3.46207716862448e-06,6.48037565192637,"Down"
"GNG4",1.54356843262333,3.52684403971969,9.72336397209144,4.69046429011552e-07,3.46493121484039e-06,6.63277297982233,"Up"
"SLC2A9",-2.75671667158864,5.29944597751279,-9.7185965322894,4.71532957349699e-07,3.48024412556172e-06,6.49221350007751,"Down"
"GPR85",3.00750598376776,1.67095062451197,9.71649059880406,4.72635840125396e-07,3.48227492015331e-06,6.81963768155385,"Up"
"SGPL1",-1.82114192025873,5.93497667664774,-9.71488461899221,4.7347875670761e-07,3.48238658998062e-06,6.43978906943411,"Down"
"NEURL2",2.19006644254456,3.2021834297263,9.71226914486195,4.74854973518214e-07,3.48945829448232e-06,6.64139086235345,"Up"
"TRIM29",-2.71548146639431,4.82910443740928,-9.6630860286179,5.01550006920673e-07,3.65371580799181e-06,6.46736229003791,"Down"
"B3GNT5",1.97301106381412,4.83925629627781,9.64951316379266,5.09197347012893e-07,3.69343661876421e-06,6.42217865044525,"Up"
"SLC6A9",-2.25891209124716,2.15319489703947,-9.64132427180606,5.13871659519163e-07,3.72092611290382e-06,6.68362192292009,"Down"
"NECTIN1",-1.89369440881095,6.14543908738835,-9.62322164796308,5.24369075135164e-07,3.77420136714052e-06,6.32817935871557,"Down"
"KCNIP1",-2.07319322519551,2.61613193988073,-9.57320149807975,5.54589845719812e-07,3.93450165420447e-06,6.5989624969796,"Down"
"CAT",-2.4145215371165,7.1090576064097,-9.57163130246785,5.55568267209327e-07,3.93812249393368e-06,6.25660788076569,"Down"
"SLC2A10",-1.5156681818618,4.93778942561999,-9.54227074614297,5.74208731572245e-07,4.04931949394064e-06,6.28522578671242,"Down"
"FGFRL1",-3.57091956562103,5.25627830033829,-9.53851167228272,5.7664334309429e-07,4.06014819146055e-06,6.30599583697841,"Down"
"SCUBE3",2.29110551141549,1.34185767437387,9.52717506871461,5.84052950311844e-07,4.10543270169977e-06,6.57544203966045,"Up"
"ATP10B",-3.73864704044955,5.33103788024428,-9.52643731984377,5.84538670862411e-07,4.10543270169977e-06,6.3125778136429,"Down"
"PHOSPHO1",-2.79845948925969,5.51581379761161,-9.52079344175599,5.88268870873785e-07,4.12818538743288e-06,6.24333026681688,"Down"
"ZMYND11",-1.84320103860872,7.06943739427703,-9.50796643473645,5.96841935210455e-07,4.17442065075708e-06,6.18101924539327,"Down"
"CARD10",-2.05929630628128,2.97806405237654,-9.50170095678461,6.01078179642878e-07,4.19707203611218e-06,6.50324694667013,"Down"
"PPP1R3D",1.54728666826149,3.44059888078235,9.50060706957003,6.01821086128461e-07,4.19877497403389e-06,6.31131174834377,"Up"
"YPEL2",-1.68564268775852,6.685445706025,-9.47904341363137,6.16668841723443e-07,4.28460085405537e-06,6.15016359581547,"Down"
"PPL",-2.25161875921168,4.03418579643558,-9.47256636785898,6.21205034043583e-07,4.31052052077653e-06,6.32955126497002,"Down"
"USP40",-1.85152864073905,5.02665006469931,-9.47100433158574,6.22304354060964e-07,4.31052052077653e-06,6.19994645382568,"Down"
"MFSD12",2.15136515294055,1.1745089953021,9.46181821215828,6.28811678572735e-07,4.34742930444618e-06,6.53739609850697,"Up"
"PLEKHA2",2.13422281190308,4.50924185647701,9.43207066722277,6.50390322082216e-07,4.46725238367328e-06,6.18982236060858,"Up"
"DNAJB9",1.55429888689506,5.34094493913399,9.42589175911414,6.54971325776066e-07,4.49138446216774e-06,6.15491418803434,"Up"
"XYLB",-1.5879090530789,6.07441668745575,-9.42246341008033,6.57528003426555e-07,4.50157902427261e-06,6.09467865182502,"Down"
"TSKU",-5.42616284646613,5.76031538747375,-9.41747445508373,6.61267641435778e-07,4.51982610482586e-06,6.17464476507378,"Down"
"KIF21A",-1.63899641612305,6.85952402397677,-9.40108079060955,6.73717600837213e-07,4.57611146345421e-06,6.09298738612549,"Down"
"CDO1",-2.02894480363053,5.73933987970464,-9.40090383441532,6.73853351939597e-07,4.57611146345421e-06,6.07830586645818,"Down"
"APOB",-5.12348151085204,7.16847789272561,-9.40005366211379,6.7450596684729e-07,4.57684935891378e-06,6.06407953436466,"Down"
"PAX3",3.06254953884228,2.22300801868554,9.39654474616237,6.77206687187695e-07,4.58777541545673e-06,6.43009381535446,"Up"
"OTOP3",-2.49166570011879,2.93811090802478,-9.38250150918278,6.8813208087074e-07,4.64682450116084e-06,6.40261823940178,"Down"
"TNFRSF11B",-3.14611146910359,3.71356872487644,-9.36920859076611,6.98648079716872e-07,4.70148807007635e-06,6.30209757857875,"Down"
"C1S",-1.60547992869725,4.63805653667789,-9.35177257026386,7.12703794440861e-07,4.77443449556163e-06,6.12003626923839,"Down"
"MOB3B",-1.76771770537239,4.71955856291459,-9.34398457116675,7.19079669174187e-07,4.80948834374532e-06,6.06884988659176,"Down"
"SLC4A10",-3.78751498945593,2.95998757645949,-9.33124542335052,7.29641208228201e-07,4.86466016325839e-06,6.20650589695835,"Down"
"CAPN13",-3.34330814330606,5.55696867840528,-9.31724917957548,7.41437092112575e-07,4.91991458441262e-06,6.00963458253326,"Down"
"SLC22A16",-2.5470673015238,2.51532953888828,-9.30815565719281,7.4921052459487e-07,4.95341739856387e-06,6.28006618311987,"Down"
"NR1H4",-4.25281297041627,5.76693511498565,-9.30857714750222,7.48848295933102e-07,4.95341739856387e-06,6.01669831612722,"Down"
"CPT1A",-1.82696521101739,6.81742886075993,-9.30686082593162,7.50324478163516e-07,4.95543968545355e-06,5.92975629058668,"Down"
"CPEB4",-2.73794645013628,3.53770791169817,-9.29727524987007,7.58626484863277e-07,4.99458782757403e-06,6.15644064474818,"Down"
"KCNK13",4.03867154530435,1.5850031360895,9.27937094021422,7.74398343271583e-07,5.07460098153201e-06,6.3405642580739,"Up"
"PI15",-2.95319135752765,5.19659609031386,-9.27015786809773,7.82650832848076e-07,5.10126842424416e-06,6.01605986585543,"Down"
"DAB2",-2.30458105152318,2.91716875626871,-9.26801750316327,7.8458150641337e-07,5.10554431164895e-06,6.30418665899095,"Down"
"FERMT1",-1.6307554233992,5.9634211897351,-9.23575893566163,8.14306692518745e-07,5.27450077817762e-06,5.86653126505023,"Down"
"ADAMTS1",2.24957773320918,2.20182545630605,9.22686757396058,8.22710486852915e-07,5.31665594192045e-06,6.10286738060364,"Up"
"KPTN",-1.62631897993487,5.32736817649778,-9.21623977396234,8.3287770915466e-07,5.36998700753051e-06,5.87026460247749,"Down"
"ATP7B",-4.52364201631789,4.37682909995824,-9.20428814614597,8.44472586256093e-07,5.42810721219157e-06,6.04493823010353,"Down"
"RGN",2.34401816282722,1.61264778462711,9.19111936776132,8.57449023098129e-07,5.49039707772702e-06,6.18138825451682,"Up"
"TBX2",-2.88909144858084,6.04702837534378,-9.19048604613113,8.58078459378539e-07,5.49039707772702e-06,5.82586708975896,"Down"
"SOCS2",3.315034040396,3.95677381128377,9.18400074756383,8.64552560549368e-07,5.51504567434601e-06,6.030787803583,"Up"
"PDK4",-3.29651381425704,7.06606868192947,-9.1814347110194,8.67128611292314e-07,5.52728798137389e-06,5.78345403110464,"Down"
"FRMD4B",-3.63974013820077,4.33536288228274,-9.1786897692691,8.69893379272288e-07,5.53652261210063e-06,6.00535160689375,"Down"
"RAB36",-1.74909226920118,6.28577882030749,-9.15798616057461,8.91053540473391e-07,5.65409086692542e-06,5.73649757356922,"Down"
"RRAD",2.1152631072354,1.70891457080137,9.15683368962778,8.92247529054382e-07,5.6574006853531e-06,6.13830988869336,"Up"
"SPEF2",-4.0389626636276,1.95999733441826,-9.14749655009983,9.01984524027614e-07,5.71053256972787e-06,6.19100220259102,"Down"
"INSR",-1.82637804595074,6.91577009949925,-9.14294284581955,9.06774512501746e-07,5.7279284896319e-06,5.752709740707,"Down"
"RBM47",-4.74913047401579,5.08784492607275,-9.13909265501849,9.10845763371235e-07,5.74501967991422e-06,5.9066689622172,"Down"
"DCLK3",2.27962056345204,1.76175533825813,9.11480129648002,9.36987978901131e-07,5.87467723880337e-06,6.05319467232227,"Up"
"EBF2",1.54236361639842,0.943466551839144,9.10991348352007,9.42344790095151e-07,5.90386378545093e-06,6.14963051841058,"Up"
"MYO6",-2.18031117855482,5.94088144551101,-9.10573210227454,9.46953446428151e-07,5.92391546338027e-06,5.72449013462574,"Down"
"XDH",-3.0503179415602,4.68080997410169,-9.09292268517581,9.61222827510096e-07,5.99046452183883e-06,5.80796634156272,"Down"
"RBM24",1.60005475192306,2.65757130336464,9.08032046393122,9.75486574866812e-07,6.0484480773245e-06,5.92106336548952,"Up"
"CAV1",-1.58527755487688,4.89306145938072,-9.07878331190431,9.77241857557587e-07,6.05041426746839e-06,5.725491254844,"Down"
"FAM161A",1.91532283378861,2.37306004912242,9.07183433562261,9.85219292882278e-07,6.08636940551504e-06,5.94399837109669,"Up"
"IGFBP3",-1.60004007819684,5.71083222630345,-9.06645006400731,9.91448441429491e-07,6.11587037110538e-06,5.65654331781785,"Down"
"BST1",-3.39451364300371,4.29110146113403,-9.06219534312891,9.96400656877956e-07,6.13741956586466e-06,5.87688408680814,"Down"
"MELTF",-2.8614717753888,6.68642493242439,-9.06122809208051,9.97530168750068e-07,6.13883405070217e-06,5.66756741513584,"Down"
"PDE7B",1.79591287350048,3.46579333450561,9.05129663181625,1.00920740189011e-06,6.18461112855309e-06,5.76221195061641,"Up"
"TPBG",2.72479901957588,4.07272656669369,9.0425616164826,1.01959903056783e-06,6.23467023488204e-06,5.83477125335974,"Up"
"KLHL25",-1.69305689240181,5.2296383122843,-9.03547987460061,1.0281080290226e-06,6.27757689128891e-06,5.65980007133489,"Down"
"PRUNE2",-2.12015532305211,4.42792305625616,-9.0312077176484,1.03327798449278e-06,6.30453791061485e-06,5.68813762669113,"Down"
"NUMB",-2.06257223078188,6.94714359931258,-9.02547051653123,1.04026475023854e-06,6.32884136551485e-06,5.63083585615426,"Down"
"CORO2A",-2.62512483220201,3.34367158095311,-9.0210164668239,1.04572380816321e-06,6.34670829154078e-06,5.9226805404825,"Down"
"MYH15",-1.7488967340284,2.57291811868271,-9.02058543544711,1.04625372440742e-06,6.34670829154078e-06,5.86706776977262,"Down"
"PLPP3",-3.60227356142154,6.36511588200152,-9.01615883891014,1.05171253395812e-06,6.36626565519684e-06,5.59694759133937,"Down"
"ALS2CL",-3.2886582060179,4.39969533553501,-9.00452448575386,1.06620592499127e-06,6.43086498414089e-06,5.77091558747279,"Down"
"MYCL",2.04704556917783,5.81482404159685,9.00117855432376,1.07041361787231e-06,6.45161904067167e-06,5.61572458581048,"Up"
"CHST1",5.9852482204044,1.24205406365762,8.99626202777495,1.07662874359382e-06,6.47979559985582e-06,6.01755992450941,"Up"
"FSTL4",-3.07172485110668,6.99057582707466,-8.99273904137951,1.08110603727042e-06,6.50209163516323e-06,5.58894214730566,"Down"
"SERPINA10",-3.06308819259035,5.54942149333031,-8.98565999782164,1.09016310755561e-06,6.5425337995527e-06,5.64477315072154,"Down"
"SLC2A5",-2.63016751433985,3.89686490635513,-8.96574721471844,1.11607883817445e-06,6.66478874691255e-06,5.78802954899251,"Down"
"CISH",1.86509538366204,4.69548227524659,8.95333377462794,1.13256800356621e-06,6.75366915804829e-06,5.58027287473669,"Up"
"BAIAP2L2",-2.74219374454413,3.7689576469305,-8.9427772235144,1.14679607639023e-06,6.80475471561876e-06,5.7881526110779,"Down"
"SLC38A4",-4.42699269897658,6.13191766893897,-8.94028826486124,1.15017851407835e-06,6.82001551617708e-06,5.54298890399457,"Down"
"SFXN5",-1.52487178076387,4.09592499370083,-8.936372423216,1.15552171420395e-06,6.84687303050145e-06,5.63345333720752,"Down"
"NAALADL2",-1.85810308976417,4.43218641258277,-8.93350588568028,1.15944999154241e-06,6.8653147282462e-06,5.57618513765015,"Down"
"OLFM1",-1.59988309803367,3.75821610436777,-8.93208714879619,1.16139950820992e-06,6.87202212523084e-06,5.69269043928054,"Down"
"NFKBIE",2.85021295065606,3.2105130621421,8.92984776814613,1.16448384107108e-06,6.88543010454816e-06,5.84185524222379,"Up"
"EML4",-2.18321641983887,7.1311745769731,-8.92874965495832,1.16599949557713e-06,6.88955039029915e-06,5.4977650377285,"Down"
"ATP8A1",-1.76114702879526,5.15575774508174,-8.90868591078504,1.19406761557552e-06,7.00619589780504e-06,5.52163707791006,"Down"
"TOB1",-1.80660525947165,7.14689658171715,-8.90916253438937,1.19339251199663e-06,7.00619589780504e-06,5.43087059365502,"Down"
"TMEM35A",2.29774421899032,2.91905903551514,8.90249462697247,1.20287441494723e-06,7.04803992156405e-06,5.77545516877587,"Up"
"FAM110C",-1.7485762793821,4.33579889842286,-8.89210364284239,1.21781190505854e-06,7.11574261747399e-06,5.6638769612875,"Down"
"HGFAC",-2.31030357861611,5.26526044665947,-8.88550835316984,1.22739595514955e-06,7.16676583388504e-06,5.49363397428937,"Down"
"SFRP5",2.53829952252752,1.13578297062772,8.8833411123675,1.23056293322636e-06,7.18027497931109e-06,5.86695676371614,"Up"
"HEBP1",-1.87904100143509,6.27561946464531,-8.87496804108345,1.24288097190222e-06,7.24210560774606e-06,5.41426955916712,"Down"
"SLC41A3",-2.39477841865426,3.22743220974569,-8.86480245722282,1.25801391741283e-06,7.32521045059621e-06,5.77200538196128,"Down"
"SLC5A12",-4.18318879225322,1.13061918203739,-8.81787435260378,1.3304782362427e-06,7.67808222204805e-06,5.80932253527784,"Down"
"CDK18",-2.45411878507046,4.59571894745385,-8.8161913540782,1.33315874132565e-06,7.68827803256617e-06,5.43604117928224,"Down"
"OXLD1",1.51728307453351,3.61004448349474,8.81391259002582,1.33679734429001e-06,7.70398140743574e-06,5.48856291054449,"Up"
"GJB2",-2.35756618603552,2.08122165905044,-8.7942778743105,1.36859334817225e-06,7.8389002256782e-06,5.74954506631543,"Down"
"ALAS1",-2.46759472216251,7.3612669682206,-8.77129965091228,1.40683599929256e-06,8.02516481223569e-06,5.30327588819128,"Down"
"WNT4",3.39548292310062,1.10783476564607,8.77065108861893,1.40793187645246e-06,8.02597480248715e-06,5.75671029195354,"Up"
"PLCXD3",2.18771584535743,1.02306530204355,8.758394142288,1.42881534113928e-06,8.11752348436589e-06,5.74289720452321,"Up"
"MSS51",1.54996677143848,1.29355153369639,8.74412287592754,1.45354975093701e-06,8.23580310059526e-06,5.70237295824757,"Up"
"ANXA7",-1.64586218052173,4.63607406392473,-8.73153210223082,1.47575260272716e-06,8.32795600224435e-06,5.37950410780254,"Down"
"ACO1",-1.62853997388471,7.45501521245119,-8.72868874949835,1.48081674741317e-06,8.3453396602374e-06,5.18833164008819,"Down"
"MTHFD2L",1.67226727168441,3.22658765596518,8.72315832238986,1.49072009048463e-06,8.39552800625014e-06,5.400761746215,"Up"
"MYO7A",-3.13922341568004,1.92495369220664,-8.71602499527567,1.50359864106669e-06,8.43418597729007e-06,5.66863712338052,"Down"
"BDH2",-1.76367236956746,7.03775331239852,-8.71073468180884,1.51322675127593e-06,8.47689073584266e-06,5.11946910231642,"Down"
"BCHE",-3.38824257328197,6.09432071140758,-8.69891380824247,1.53497961458042e-06,8.58160696151472e-06,5.20912853340502,"Down"
"DENND2C",1.85650610945636,3.60485000151638,8.69453025073174,1.54313119659424e-06,8.61001716720422e-06,5.32040462771957,"Up"
"SYT2",2.72060014108844,0.93493614597944,8.69296874613913,1.54604613110167e-06,8.61485572654931e-06,5.66590278371598,"Up"
"AGTPBP1",2.46938664753279,1.2652340453767,8.68766367377377,1.55599349652281e-06,8.65881566120565e-06,5.63600815570041,"Up"
"EIF4E3",-1.81160714428299,5.13101257963768,-8.68627024270092,1.55861762492034e-06,8.66768585332434e-06,5.22335192053562,"Down"
"TMPRSS6",-3.41964138796169,5.73525250992101,-8.6824510675277,1.56583427704954e-06,8.70206711168747e-06,5.21187289879586,"Down"
"C1QTNF6",-3.15281720985294,5.38529806599069,-8.68184891273575,1.56697536141321e-06,8.70266052206651e-06,5.24857287702824,"Down"
"TOM1L2",-2.18692142876645,6.70695599241187,-8.65447962229752,1.61979216044576e-06,8.93700409048565e-06,5.15823373007214,"Down"
"ADGRG1",2.14684889085214,1.67032494554389,8.6330491025903,1.66247883439931e-06,9.13657538382481e-06,5.59449191436243,"Up"
"MAOA",-1.51123584481441,3.43633983721337,-8.63040460771534,1.66782923818845e-06,9.14805424388371e-06,5.34849300337553,"Down"
"PRDM4",1.77858127910775,5.05671965183868,8.627120759186,1.6744988770725e-06,9.1726780935469e-06,5.14940230826436,"Up"
"A1CF",-2.85157394023235,5.80350830913799,-8.62427368045951,1.6803045361196e-06,9.19251129187925e-06,5.12412929261466,"Down"
"SRSF5",-1.69173657367587,6.63841813938778,-8.61264211220096,1.70424809482806e-06,9.25618259901109e-06,5.08321277981982,"Down"
"PLA2G12B",-2.36973807819094,5.49217554469643,-8.61083111925562,1.70800877438328e-06,9.25978468277119e-06,5.11383166976441,"Down"
"RHBDF1",-1.76917728345339,7.27082580226027,-8.59784246036184,1.73524263499074e-06,9.3591868787257e-06,5.03983410143348,"Down"
"BPHL",-1.71370980802743,5.25004706108162,-8.59361687681043,1.74420254027905e-06,9.40148633818574e-06,5.10241289923775,"Down"
"BRINP1",-3.13437855897534,1.19691948661929,-8.58813498500588,1.75590020711376e-06,9.44638385080257e-06,5.51608664137886,"Down"
"TMEM200B",2.28434462526077,2.93225133428142,8.58634721105843,1.75973323420263e-06,9.46095554797506e-06,5.29752267906068,"Up"
"HYAL2",1.82944589841198,5.47979394635162,8.57666794244398,1.7806419643854e-06,9.54287992887821e-06,5.07530511128858,"Up"
"TRIB1",-2.22043381216494,6.52520526134404,-8.56332512017929,1.80990174039858e-06,9.66040369570951e-06,4.94654804963075,"Down"
"MOV10",-1.78531164565942,3.16237870971751,-8.55704038396395,1.82386164798214e-06,9.71879158082438e-06,5.26533832952497,"Down"
"SHH",-1.55584423971996,6.03013086789975,-8.54498928977367,1.85095354080851e-06,9.82581898571786e-06,4.94375391615831,"Down"
"KNG1",-4.84297276344219,7.24042313477628,-8.53658320032943,1.87010607509576e-06,9.92123109448659e-06,4.97034280311008,"Down"
"GAS2L3",-1.50720334239611,5.21729687623547,-8.51859710810955,1.91180219911615e-06,1.00852060836134e-05,5.00990048088773,"Down"
"HOXB8",-2.49118347949838,5.3869118291947,-8.51794188812071,1.9133398246727e-06,1.00869932862131e-05,5.0445446871534,"Down"
"RPIA",-2.00454400384679,6.42730575756989,-8.5026583915509,1.94958430871466e-06,1.02268094598037e-05,4.91549482618211,"Down"
"C1QL3",4.63590589249117,1.94957222086647,8.48923317443127,1.98202859704364e-06,1.03582537984629e-05,5.42136622474836,"Up"
"MAFA",3.23509397692717,1.66228995357226,8.46692346006767,2.03722892554671e-06,1.059409405411e-05,5.39343476363697,"Up"
"CLDN1",-2.2060477365283,6.32817348032057,-8.46243133016362,2.04854144450375e-06,1.06463420099163e-05,4.87229293634611,"Down"
"PRICKLE1",3.31181851963782,2.04019739377601,8.45860809567234,2.05822245785797e-06,1.06702919041386e-05,5.33173212398551,"Up"
"VANGL2",1.62161683561601,4.53554833688875,8.45128655605491,2.07689867177236e-06,1.07472481084211e-05,4.96482904907144,"Up"
"NEDD9",-2.2754000063743,6.30509582730828,-8.4495392228868,2.0813826306129e-06,1.07638312562857e-05,4.86874643910974,"Down"
"FRY",-1.67528270142084,3.16502216303567,-8.4446254114187,2.09404795460919e-06,1.08027709933058e-05,4.98348657139617,"Down"
"DGAT2",1.97668942233491,2.99019000421034,8.43450572008703,2.12039203742466e-06,1.09185915562369e-05,5.14349719148532,"Up"
"TCTE1",2.64519137721806,0.720490277970419,8.431082263302,2.12938426968285e-06,1.09514909811195e-05,5.35215912246607,"Up"
"NPR3",-1.62040352056935,7.15866864399537,-8.39639834115814,2.22282330661378e-06,1.13008068289114e-05,4.73443474791291,"Down"
"NUAK2",-1.60645471297501,4.32872976550542,-8.37579902636361,2.28038769243116e-06,1.15376921491977e-05,4.89163713782401,"Down"
"ST3GAL1",1.95825727872641,3.91875384908383,8.37081455441742,2.29455508762507e-06,1.15815156012462e-05,4.90933304048273,"Up"
"SYT6",-3.44242678838882,1.48744801776294,-8.36793001020053,2.30279684909661e-06,1.1602235142694e-05,5.26940416988021,"Down"
"C11orf52",-2.84283438878061,5.09128539821479,-8.3633690749307,2.31589313368101e-06,1.16403374114648e-05,4.88112696762551,"Down"
"CREB3L3",-2.78545878756214,6.58958456554446,-8.36350683673629,2.31549639874403e-06,1.16403374114648e-05,4.72430145473723,"Down"
"NRG1",-1.64847908503284,1.20880702504184,-8.36093496075964,2.32291505652536e-06,1.16657162606343e-05,5.24164976528001,"Down"
"ZNF516",-1.91191832985135,6.47204425020367,-8.35896131150562,2.32862535843293e-06,1.16833952092157e-05,4.79053663021777,"Down"
"RASSF6",-1.80135129666804,2.96446722276311,-8.34507463850011,2.36923041474494e-06,1.18447443313511e-05,5.13980461505495,"Down"
"CRYBA2",-2.45318915738296,1.44149521270154,-8.34015262722673,2.38380384150156e-06,1.190345728332e-05,5.24266907244803,"Down"
"EGR3",4.64215525261836,2.49008292888944,8.33886984650159,2.38761772345406e-06,1.19102402680951e-05,5.11490748441862,"Up"
"TMEM59L",3.58454284738872,1.98994917452954,8.33730351036075,2.3922835103481e-06,1.19245695829792e-05,5.18538383029135,"Up"
"SERPINF2",-2.36084628545267,6.18658815608844,-8.30700325616831,2.48448813582145e-06,1.23039924513253e-05,4.65765084012021,"Down"
