"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"STX7",-1.1601,5.3888,-13.3965516978485,"1.343e-08","3.611e-07",10.2
"PRPF38A",0.7869,5.8645,13.3866652497555,"1.355e-08","3.628e-07",10.2
"ORC2",0.9403,5.5861,13.367321718834,"1.377e-08","3.643e-07",10.18
"PLXDC2",-2.591,2.0007,-13.2298219945238,"1.548e-08","3.888e-07",10.18
"CHAF1B",0.8487,6.8118,13.3588010500604,"1.387e-08","3.647e-07",10.17
"HSPA12A",1.9673,3.2392,13.2227002210382,"1.558e-08","3.889e-07",10.17
"SURF2",1.0466,6.169,13.3728437623975,"1.370e-08","3.638e-07",10.17
"PXYLP1",-0.8021,5.8783,-13.3294969241974,"1.422e-08","3.693e-07",10.16
"NIF3L1",1.3762,5.1268,13.3380404158972,"1.412e-08","3.677e-07",10.16
"SMAP2",0.9401,7.5631,13.356073844452,"1.390e-08","3.647e-07",10.13
"UNC119B",0.9679,6.3805,13.3552044369686,"1.391e-08","3.647e-07",10.13
"REL",2.1694,5.1824,13.2801696927175,"1.483e-08","3.814e-07",10.12
"SDC3",3.9191,2.5255,13.1396792056483,"1.673e-08","4.115e-07",10.12
"AMDHD1",-3.4511,5.2721,-13.2739706446426,"1.491e-08","3.814e-07",10.11
"PPHLN1",0.6963,5.6915,13.2616466461387,"1.507e-08","3.841e-07",10.1
"FIG4",-1.2662,4.0261,-13.2303988160676,"1.547e-08","3.888e-07",10.1
"DUSP12",0.9325,5.3379,13.2831285071257,"1.479e-08","3.814e-07",10.09
"WDCP",2.2578,4.6702,13.2363832200529,"1.539e-08","3.888e-07",10.08
"SLC20A1",1.021,7.4958,13.2582661804959,"1.511e-08","3.841e-07",10.07
"FANCB",0.7827,3.4823,13.2095335235332,"1.575e-08","3.910e-07",10.06
"POLRMT",0.7825,6.5948,13.2240863028257,"1.556e-08","3.889e-07",10.06
"STK39",1.0813,4.4244,13.215612958487,"1.567e-08","3.901e-07",10.06
"STARD8",-1.4978,5.5434,-13.2309745296773,"1.547e-08","3.888e-07",10.06
"EGR1",-0.971,6.6648,-13.2734018522087,"1.492e-08","3.814e-07",10.06
"NFIB",-3.2697,3.4768,-13.1031516583523,"1.726e-08","4.150e-07",10.05
"PRKCB",4.4751,2.7562,13.0455796517161,"1.814e-08","4.300e-07",10.04
"TESK1",2.7616,3.4679,13.1042015181741,"1.725e-08","4.150e-07",10.03
"SLC30A10",-3.4658,3.714,-13.0730936867985,"1.772e-08","4.223e-07",10.02
"PENK",1.871,4.0571,13.1149178327447,"1.709e-08","4.150e-07",10.01
"PPARA",-2.454,5.6707,-13.172409401082,"1.626e-08","4.025e-07",10
"RASGEF1A",-2.5372,5.1342,-13.134248045846,"1.681e-08","4.123e-07",9.99
"SLC35F2",1.289,5.0045,13.1500906497986,"1.658e-08","4.091e-07",9.99
"SSH2",1.1898,5.129,13.1218790992189,"1.699e-08","4.150e-07",9.98
"FZD3",-2.2326,5.9167,-13.1096581229083,"1.717e-08","4.150e-07",9.95
"FOXP2",-1.2746,5.4719,-13.1059625477901,"1.722e-08","4.150e-07",9.93
"MAK16",0.7829,7.4273,13.1117309645285,"1.714e-08","4.150e-07",9.93
"FAM107A",-2.1966,3.8656,-12.9804157461912,"1.920e-08","4.471e-07",9.92
"ADAM12",-2.1097,3.8736,-13.0237909954286,"1.849e-08","4.346e-07",9.92
"TDRKH",1.5077,3.7359,12.9782119990502,"1.924e-08","4.471e-07",9.92
"MXD4",-0.9475,5.5548,-13.0896845131437,"1.746e-08","4.175e-07",9.91
"SLBP",1.0969,5.1904,13.0524337058343,"1.804e-08","4.287e-07",9.91
"BHLHE40",-1.2457,6.1765,-13.0923082289897,"1.742e-08","4.175e-07",9.9
"DDX20",0.8129,6.3621,13.0347766077499,"1.831e-08","4.324e-07",9.9
"SHROOM4",2.0689,5.2096,13.0327202750497,"1.835e-08","4.324e-07",9.89
"GAS2L1",1.9041,4.6035,13.0186503242482,"1.857e-08","4.353e-07",9.89
"HARBI1",0.8255,5.5317,13.0148948539082,"1.863e-08","4.355e-07",9.87
"GAB3",3.4471,1.9336,12.848122576923,"2.156e-08","4.811e-07",9.86
"PRR7",1.656,4.0557,12.9339085639164,"2.000e-08","4.572e-07",9.86
"FRMD5",1.6701,2.452,12.8592551202075,"2.135e-08","4.802e-07",9.85
"DCLK2",1.0061,3.3432,12.9431362060474,"1.983e-08","4.564e-07",9.83
"SYNM",-1.1379,4.2644,-12.9472512047812,"1.976e-08","4.564e-07",9.83
"RASSF10",4.1154,3.7867,12.8182606390541,"2.213e-08","4.814e-07",9.83
"MED17",0.7098,6.3447,12.9670475422872,"1.943e-08","4.503e-07",9.83
"LIN28B",2.5266,3.1265,12.8747480767849,"2.106e-08","4.776e-07",9.82
"BAG3",3.104,5.6375,12.939211757444,"1.990e-08","4.564e-07",9.82
"GDF11",2.656,2.5104,12.7914299174688,"2.266e-08","4.888e-07",9.82
"PLS1",-1.6439,3.6591,-12.8682268247112,"2.118e-08","4.790e-07",9.81
"PPP1R8",0.9159,5.9146,12.9174717163597,"2.028e-08","4.625e-07",9.8
"RGS17",1.3243,2.7926,12.8030619348893,"2.243e-08","4.851e-07",9.8
"PLXNA2",-1.7004,5.2279,-12.9388541938867,"1.991e-08","4.564e-07",9.79
"PPP1R3C",-2.5368,3.8966,-12.8492127209827,"2.153e-08","4.811e-07",9.77
"CDC42EP3",3.0981,2.7842,12.726608145283,"2.399e-08","4.997e-07",9.76
"LIN7A",1.1952,4.5902,12.8754015170992,"2.105e-08","4.776e-07",9.76
"FOXG1",1.5187,2.9783,12.7836252587248,"2.281e-08","4.910e-07",9.75
"KCNG2",2.6605,2.8675,12.7372433346732,"2.377e-08","4.997e-07",9.74
"TMEM171",2.3101,4.1868,12.811334405719,"2.226e-08","4.828e-07",9.72
"ASPM",-1.7972,6.9386,-12.8451386926162,"2.161e-08","4.811e-07",9.72
"DDX47",0.6535,7.3819,12.8611000440804,"2.131e-08","4.802e-07",9.71
"CCND3",1.6986,6.6019,12.8514759022406,"2.149e-08","4.811e-07",9.7
"SLC35G2",1.5583,4.6652,12.8228358689869,"2.204e-08","4.814e-07",9.7
"ARHGAP26",0.7278,6.3439,12.82963969623,"2.191e-08","4.814e-07",9.7
"RTKN2",-1.4031,5.6324,-12.8349095452047,"2.181e-08","4.814e-07",9.7
"DMAP1",0.7737,5.405,12.8241700729304,"2.201e-08","4.814e-07",9.7
"HMGCS2",-2.1393,5.1647,-12.817590579538,"2.214e-08","4.814e-07",9.69
"TRPC3",1.3599,3.2181,12.7317224818361,"2.389e-08","4.997e-07",9.69
"EVC2",1.2906,3.2257,12.7294553596545,"2.393e-08","4.997e-07",9.68
"KCNT1",-1.7466,5.4271,-12.8178988435014,"2.214e-08","4.814e-07",9.68
"SYBU",0.9194,4.1226,12.7726982905639,"2.304e-08","4.937e-07",9.67
"RHOB",-1.4343,6.9648,-12.8338284507464,"2.183e-08","4.814e-07",9.67
"FGD6",-1.6376,5.5625,-12.7714835802739,"2.306e-08","4.937e-07",9.64
"P4HA2",1.9609,4.4498,12.7560010720752,"2.338e-08","4.982e-07",9.64
"HBEGF",1.4975,4.255,12.7495056423862,"2.351e-08","4.983e-07",9.64
"ACOX2",-1.2378,4.9322,-12.7554819589034,"2.339e-08","4.982e-07",9.63
"ZCCHC10",1.168,5.4439,12.7513194742438,"2.348e-08","4.983e-07",9.63
"IL20RA",-3.0873,5.1271,-12.7315266524751,"2.389e-08","4.997e-07",9.63
"NAF1",1.2403,5.2994,12.737665573526,"2.376e-08","4.997e-07",9.63
"USP36",1.0088,8.8368,12.8202854748741,"2.209e-08","4.814e-07",9.62
"RRP12",0.6975,6.7765,12.7116749398907,"2.431e-08","5.051e-07",9.61
"RNF8",1.4097,5.6877,12.7067885905013,"2.442e-08","5.061e-07",9.59
"IFT172",-1.0037,3.9072,-12.6714583706891,"2.520e-08","5.184e-07",9.59
"PAM",-1.2448,5.7572,-12.7309762365544,"2.390e-08","4.997e-07",9.58
"SLC35F1",4.1537,2.6488,12.5279534932307,"2.864e-08","5.684e-07",9.58
"RRP7A",0.9427,5.9357,12.6735483263614,"2.515e-08","5.184e-07",9.56
"VPS37C",1.0153,6.2613,12.6554617611785,"2.556e-08","5.245e-07",9.56
"PHF21A",-0.6745,6.2164,-12.6829314392798,"2.494e-08","5.156e-07",9.56
"BTK",1.5296,1.6213,12.4855582547351,"2.976e-08","5.807e-07",9.55
"ITGA9",-1.8783,4.9645,-12.6477116497459,"2.574e-08","5.269e-07",9.54
"SLC25A29",-2.3243,3.2596,-12.4935094616217,"2.955e-08","5.789e-07",9.54
"KLHL42",2.0811,2.9119,12.493999038067,"2.953e-08","5.789e-07",9.54
"CHAC2",1.7104,3.9187,12.6298735120645,"2.615e-08","5.315e-07",9.54
"BSN",0.8991,3.5466,12.6272617650838,"2.621e-08","5.315e-07",9.53
"JAG2",-1.8441,6.0645,-12.6270443287329,"2.621e-08","5.315e-07",9.52
"RGS14",2.6233,2.3141,12.4509957973237,"3.070e-08","5.857e-07",9.51
"PXDN",-2.3453,4.2762,-12.5885984256429,"2.713e-08","5.474e-07",9.51
"PCDH19",2.3945,1.975,12.4418617374365,"3.095e-08","5.879e-07",9.5
"SEC24A",-0.8709,7.2692,-12.6123151267559,"2.656e-08","5.372e-07",9.48
"PCIF1",0.7837,7.5071,12.6394440728379,"2.593e-08","5.295e-07",9.48
"PARD6G",1.4224,5.2519,12.53774529343,"2.839e-08","5.668e-07",9.46
"KANK1",-1.296,5.7706,-12.5631625091338,"2.775e-08","5.587e-07",9.45
"DTL",1.1692,6.0826,12.5346707864558,"2.847e-08","5.668e-07",9.44
"UTP6",0.8178,7.0957,12.5441101648479,"2.823e-08","5.667e-07",9.43
"PTPRE",0.8476,3.9752,12.4931152826831,"2.956e-08","5.789e-07",9.42
"ZFPM1",0.816,5.2142,12.5022328603996,"2.931e-08","5.789e-07",9.42
"DPH1",1.0933,6.5841,12.5337083125941,"2.850e-08","5.668e-07",9.4
"CKB",1.9252,1.9473,12.3396960897896,"3.396e-08","6.164e-07",9.4
"COLEC12",2.8722,2.8353,12.3385984634298,"3.399e-08","6.164e-07",9.4
"NR5A2",-2.9511,5.5567,-12.4937129757462,"2.954e-08","5.789e-07",9.4
"FAM149A",-1.9117,4.8109,-12.4833811727319,"2.982e-08","5.807e-07",9.39
"ZNF335",1.045,7.2228,12.4919708663762,"2.959e-08","5.789e-07",9.39
"NRAP",-2.3404,1.8541,-12.3165032585944,"3.468e-08","6.212e-07",9.39
"RSPO3",-1.398,3.9386,-12.4675451545431,"3.025e-08","5.835e-07",9.39
"RNF111",0.8251,5.1747,12.4748692353105,"3.005e-08","5.835e-07",9.38
"BLM",0.7584,6.0436,12.4602401659034,"3.044e-08","5.835e-07",9.38
"GNAI2",0.7107,7.9712,12.5419559794261,"2.829e-08","5.667e-07",9.37
"CEBPZ",0.7033,6.5295,12.460553263495,"3.044e-08","5.835e-07",9.35
"SH3D19",-1.8345,6.6604,-12.4632079600625,"3.036e-08","5.835e-07",9.35
"SLC12A1",-1.3736,2.0733,-12.2723521986123,"3.611e-08","6.345e-07",9.35
"TTPA",-1.4728,5.1477,-12.4296331175062,"3.130e-08","5.918e-07",9.35
"NHLRC3",-0.694,5.5285,-12.4539086520718,"3.062e-08","5.855e-07",9.34
"CNKSR1",-2.1421,3.6706,-12.3459411099422,"3.377e-08","6.163e-07",9.33
"PUDP",-1.2906,3.6939,-12.3717853100557,"3.298e-08","6.122e-07",9.32
"HSF2",0.7322,7.8636,12.4612623975571,"3.042e-08","5.835e-07",9.32
"EIF2AK3",-2.1185,5.709,-12.4442370123769,"3.089e-08","5.879e-07",9.32
"PPP4R3A",0.7647,7.2654,12.4367724391306,"3.110e-08","5.893e-07",9.32
"COL5A2",-1.5894,4.7168,-12.3971403388318,"3.223e-08","6.054e-07",9.31
"CHAF1A",0.958,6.5118,12.401792733951,"3.210e-08","6.042e-07",9.31
"ELAVL4",2.9705,2.8957,12.2851222856958,"3.569e-08","6.315e-07",9.31
"LMO7",-2.7027,6.2821,-12.4134276132029,"3.176e-08","5.992e-07",9.31
"CFI",-1.8219,4.5611,-12.3551899588073,"3.348e-08","6.138e-07",9.3
"COL14A1",-2.0722,4.6959,-12.3697429023237,"3.304e-08","6.122e-07",9.3
"IAH1",1.0498,5.1841,12.3913346420009,"3.240e-08","6.059e-07",9.29
"WDR18",0.9771,5.5089,12.3615991820774,"3.329e-08","6.127e-07",9.29
"TSPAN18",-1.938,4.7417,-12.3596200673366,"3.335e-08","6.127e-07",9.29
"CEP57",0.8781,5.3693,12.3758094150014,"3.286e-08","6.122e-07",9.29
"CAPN5",-2.7764,3.5819,-12.2464635779265,"3.697e-08","6.400e-07",9.28
"TMEM255A",0.7849,5.6072,12.366877150596,"3.313e-08","6.122e-07",9.27
"ZNF609",0.6585,7.6159,12.3913240434722,"3.240e-08","6.059e-07",9.27
"MAPT",1.4756,3.6994,12.34622284104,"3.376e-08","6.163e-07",9.27
"WDR76",1.2067,6.5128,12.3656306308503,"3.317e-08","6.122e-07",9.27
"SPHKAP",-2.2632,3.2423,-12.2537292201878,"3.673e-08","6.386e-07",9.26
"ARL2BP",1.108,3.7115,12.3306131839,"3.424e-08","6.169e-07",9.25
"DCUN1D3",0.8987,5.1828,12.3234876059366,"3.446e-08","6.196e-07",9.25
"CHKA",-0.7695,7.0028,-12.4726155825517,"3.011e-08","5.835e-07",9.25
"NOVA1",-1.4429,4.7881,-12.3332547781375,"3.416e-08","6.167e-07",9.25
"HPRT1",1.3772,6.2914,12.3653236768798,"3.318e-08","6.122e-07",9.25
"SEMA3F",1.45,4.1088,12.3136429287226,"3.477e-08","6.212e-07",9.24
"NKD1",-2.5209,4.932,-12.3154378497502,"3.472e-08","6.212e-07",9.23
"GCC1",1.1676,5.8407,12.2969092830802,"3.531e-08","6.281e-07",9.21
"PLA2G7",1.7883,4.562,12.2842452585921,"3.572e-08","6.315e-07",9.2
"NPTX1",2.3731,1.9214,12.1104976100532,"4.190e-08","6.976e-07",9.2
"HEMK1",1.0135,4.1584,12.2780982008942,"3.592e-08","6.336e-07",9.2
"ORC5",0.76,6.1514,12.2840206862044,"3.573e-08","6.315e-07",9.2
"NID1",-0.8149,6.4839,-12.3336849926588,"3.414e-08","6.167e-07",9.19
"ERBB3",-0.9722,4.3167,-12.2634203118513,"3.641e-08","6.368e-07",9.19
"N4BP3",1.6932,4.9151,12.26982841606,"3.619e-08","6.345e-07",9.19
"FRZB",1.7772,3.0699,12.1594712659817,"4.005e-08","6.782e-07",9.19
"CRLF1",2.4841,3.1983,12.1592798409981,"4.006e-08","6.782e-07",9.18
"SULT4A1",0.7041,4.1236,12.2474217657847,"3.694e-08","6.400e-07",9.18
"C2CD2",1.097,5.4586,12.2697531019733,"3.619e-08","6.345e-07",9.17
"TMEM80",1.107,5.292,12.2568490531438,"3.662e-08","6.386e-07",9.17
"SH3PXD2B",-1.7636,4.9116,-12.2535613813439,"3.674e-08","6.386e-07",9.17
"TRAM2",-1.2435,6.1945,-12.308176123495,"3.495e-08","6.230e-07",9.16
"RGS2",-1.1974,4.6497,-12.2357228928355,"3.734e-08","6.425e-07",9.15
"DLK2",4.8001,2.2849,12.0384996107949,"4.479e-08","7.304e-07",9.14
"TIMP4",-2.2654,3.3843,-12.1663260996133,"3.980e-08","6.765e-07",9.14
"HDAC10",-1.4577,5.3218,-12.242054107546,"3.712e-08","6.401e-07",9.14
"MAFB",-1.5273,4.3417,-12.1460875000206,"4.055e-08","6.837e-07",9.13
"ABCA12",-1.4733,3.0043,-12.1247979430589,"4.135e-08","6.945e-07",9.13
"CDHR2",-1.81,4.4392,-12.1951968991982,"3.876e-08","6.628e-07",9.13
"DAAM1",-2.0466,6.533,-12.2004359195963,"3.857e-08","6.609e-07",9.12
"CTSO",-2.6921,5.1455,-12.1929379260356,"3.884e-08","6.628e-07",9.11
"RRP15",0.9751,5.5606,12.1794340889147,"3.932e-08","6.697e-07",9.11
"ELF3",-1.0701,5.8244,-12.2444289281004,"3.704e-08","6.400e-07",9.11
"UBE2Q1",0.7725,9.0045,12.338880726533,"3.398e-08","6.164e-07",9.09
"CNGA3",2.7006,1.8749,11.9756794045149,"4.749e-08","7.571e-07",9.08
"LRRN4",3.2046,2.9197,12.0670875565532,"4.362e-08","7.183e-07",9.08
"NKRF",1.0378,6.3185,12.1403784433089,"4.076e-08","6.859e-07",9.08
"DOCK9",-2.198,6.1752,-12.153973625471,"4.025e-08","6.801e-07",9.08
"ACSBG2",0.7625,6.0344,12.1060011879754,"4.208e-08","6.976e-07",9.05
"KLF15",-3.8191,5.0654,-12.0828481660005,"4.299e-08","7.092e-07",9.03
"TRPM6",-1.4674,3.1538,-11.9644659246824,"4.799e-08","7.571e-07",9.02
"ODF2L",-2.0459,1.7818,-11.9356473102405,"4.930e-08","7.660e-07",9.02
"ZCCHC9",1.4833,5.3184,12.1049640499753,"4.212e-08","6.976e-07",9.02
"BCAS3",-1.3518,5.4901,-12.1106004227607,"4.190e-08","6.976e-07",9.02
"KBTBD8",-1.624,5.9317,-12.1121549745139,"4.184e-08","6.976e-07",9.01
"G2E3",-1.7778,6.3222,-12.089363562597,"4.273e-08","7.063e-07",9
"DPP4",-1.6364,2.5611,-11.9057437713942,"5.071e-08","7.814e-07",9
"CEPT1",-1.1133,6.2264,-12.1113305798431,"4.187e-08","6.976e-07",9
"MBL2",-3.5852,4.4281,-11.9807177690476,"4.727e-08","7.571e-07",8.99
"OARD1",0.8533,5.2284,12.0493039301747,"4.435e-08","7.274e-07",8.98
"MYO1E",-0.998,4.8062,-12.0580942135818,"4.399e-08","7.229e-07",8.98
"MMP16",1.0978,3.7936,12.0399288561454,"4.473e-08","7.304e-07",8.98
"TCF7L2",-1.8791,4.4604,-12.0312876107578,"4.510e-08","7.325e-07",8.97
"HHEX",-0.9669,8.8613,-12.2121832638498,"3.816e-08","6.552e-07",8.97
"GLUL",-1.7964,6.3894,-12.1088567320182,"4.197e-08","6.976e-07",8.97
"ZSWIM3",1.7491,3.4964,11.9874110623022,"4.698e-08","7.543e-07",8.96
"BEAN1",1.1693,4.4613,12.026180032813,"4.531e-08","7.346e-07",8.96
"CA2",-0.6804,5.5586,-12.0356918804468,"4.491e-08","7.309e-07",8.95
"LRIG3",2.4874,3.0822,11.8844069975264,"5.173e-08","7.943e-07",8.95
"HEATR6",0.736,5.1844,12.0093244305216,"4.603e-08","7.419e-07",8.94
"SNTB2",1.5961,5.0961,12.0172267271379,"4.569e-08","7.379e-07",8.94
"PRKAR2B",1.623,3.7921,11.9625448026332,"4.808e-08","7.571e-07",8.93
"AADAT",-1.0228,4.2196,-11.9969352465799,"4.656e-08","7.491e-07",8.93
"TM6SF1",1.0166,2.9234,11.8557926588009,"5.314e-08","8.057e-07",8.92
"HOXB5",-3.0477,2.7078,-11.8013692333794,"5.594e-08","8.331e-07",8.92
"CSRNP1",-1.3505,5.5256,-12.0179746832604,"4.566e-08","7.379e-07",8.91
"PLA2R1",-2.8496,3.8181,-11.8664390678381,"5.261e-08","8.020e-07",8.9
"ADPGK",0.641,5.8666,11.9615486676466,"4.812e-08","7.571e-07",8.89
"DKC1",0.6665,8.7218,12.043113578902,"4.460e-08","7.301e-07",8.89
"BLZF1",0.9371,5.9483,11.9653890294418,"4.795e-08","7.571e-07",8.89
"FAM114A1",-1.1895,4.5677,-11.9464628995282,"4.881e-08","7.619e-07",8.88
"SFR1",0.9869,5.2885,11.9429694078193,"4.897e-08","7.630e-07",8.88
"CASZ1",-1.5863,4.9199,-11.9527499159957,"4.852e-08","7.609e-07",8.87
"ACSL1",-1.8585,7.0312,-11.9667434837032,"4.789e-08","7.571e-07",8.87
"PHC1",-1.1026,5.8989,-11.9611576201815,"4.814e-08","7.571e-07",8.87
"IPO9",0.5688,7.452,11.9519040574346,"4.856e-08","7.609e-07",8.87
"SEPT6",0.6436,7.5931,11.9691515389486,"4.778e-08","7.571e-07",8.86
"DDX54",0.7862,6.9507,11.9744187789183,"4.755e-08","7.571e-07",8.86
"DNAJC9",0.8517,6.8086,11.9679248112747,"4.784e-08","7.571e-07",8.85
"PLCB4",-0.9872,5.0805,-11.9348486383081,"4.934e-08","7.660e-07",8.85
"FOXL2",2.2347,4.1909,11.8512604211986,"5.337e-08","8.062e-07",8.84
"NRBP2",-1.3655,5.8539,-11.92593717806,"4.976e-08","7.696e-07",8.84
"SMG6",0.5933,8.1674,11.931093119385,"4.952e-08","7.673e-07",8.84
"CENPT",0.6397,6.8215,11.9150287124823,"5.027e-08","7.760e-07",8.83
"RRH",1.9247,1.7988,11.7297463646197,"5.987e-08","8.662e-07",8.83
"ARHGEF3",-1.5204,4.5441,-11.8726490198945,"5.231e-08","7.997e-07",8.82
"AGPAT2",-1.0636,6.6453,-11.9474896466197,"4.876e-08","7.619e-07",8.82
"KLHL10",1.9558,2.7744,11.7717295438024,"5.754e-08","8.478e-07",8.81
"ESYT3",1.5736,3.1906,11.78027176614,"5.707e-08","8.454e-07",8.81
"HAO1",-1.9051,4.2108,-11.786172989007,"5.675e-08","8.422e-07",8.81
"PCMTD1",-2.0676,4.4336,-11.8087707529181,"5.555e-08","8.302e-07",8.8
"TRPA1",-2.2127,2.7885,-11.7395584711013,"5.932e-08","8.620e-07",8.8
"RNF126",0.8496,6.4612,11.8713289347263,"5.237e-08","7.997e-07",8.8
"EIF2B5",0.5986,7.0926,11.875703742308,"5.216e-08","7.994e-07",8.79
"COBLL1",-1.2279,4.9117,-11.8534844818137,"5.326e-08","8.060e-07",8.78
"SERTAD4",1.7474,3.3814,11.7750482219181,"5.735e-08","8.478e-07",8.78
"NKX3-2",2.9411,1.8699,11.6836044768199,"6.256e-08","8.927e-07",8.78
"CYP46A1",-1.0257,4.9815,-11.8565708437722,"5.310e-08","8.057e-07",8.77
"DAO",-1.8962,4.0222,-11.7639147246225,"5.796e-08","8.511e-07",8.77
"WDR47",0.8497,6.1246,11.8316951843877,"5.436e-08","8.197e-07",8.76
"ENTPD4",1.2256,5.9549,11.8597957861016,"5.294e-08","8.055e-07",8.76
"SYNJ2",-1.113,4.8137,-11.828452830275,"5.453e-08","8.197e-07",8.75
"LRRC42",1.0232,4.8329,11.82795904108,"5.456e-08","8.197e-07",8.75
"JADE1",1.1679,5.7726,11.8136525788383,"5.530e-08","8.279e-07",8.75
"ADAMTS3",1.4461,3.054,11.7688139969156,"5.769e-08","8.487e-07",8.74
"LRR1",1.5139,5.8396,11.8175706774406,"5.509e-08","8.263e-07",8.73
"OSBP2",1.1332,4.3643,11.7940881296559,"5.633e-08","8.374e-07",8.73
"ANK3",-2.9273,4.658,-11.7528504169249,"5.857e-08","8.571e-07",8.72
"PIGA",1.0095,3.8087,11.7725872871477,"5.749e-08","8.478e-07",8.71
"ATG16L1",0.762,6.6117,11.8056464907398,"5.572e-08","8.312e-07",8.71
"F10",-1.5685,4.7275,-11.7215690654649,"6.034e-08","8.679e-07",8.69
"SEMA5B",-2.5578,3.9823,-11.6815292664245,"6.269e-08","8.927e-07",8.69
"ZBTB24",1.035,4.9289,11.7596623784823,"5.820e-08","8.531e-07",8.69
"SEMA7A",-1.8608,3.8367,-11.6394564159679,"6.526e-08","9.192e-07",8.68
"UQCC1",0.5728,6.007,11.7491533257895,"5.878e-08","8.586e-07",8.68
"ZNF410",0.6718,5.8425,11.7422317145119,"5.917e-08","8.620e-07",8.68
"WSB1",-1.2404,7.9711,-11.9029132912806,"5.084e-08","7.820e-07",8.67
"SDK1",-1.2367,4.8547,-11.7359262680398,"5.952e-08","8.635e-07",8.67
"CDC37L1",1.3408,4.5539,11.7290041694796,"5.992e-08","8.662e-07",8.66
"CUL4A",-0.7636,5.0852,-11.7232603635195,"6.024e-08","8.679e-07",8.64
"SGK1",-3.0956,5.3109,-11.7096418069134,"6.103e-08","8.763e-07",8.64
"TMEM18",1.3137,4.8797,11.7072086025704,"6.117e-08","8.768e-07",8.64
"FGFR3",-3.013,6.2146,-11.7399096352967,"5.930e-08","8.620e-07",8.64
"SAMD4B",1.0608,6.169,11.6987565114097,"6.166e-08","8.824e-07",8.63
"ENDOD1",2.3499,2.7841,11.5342875595266,"7.219e-08","9.797e-07",8.63
"CSPG5",2.2518,2.5137,11.4856765443493,"7.566e-08","1.008e-06",8.62
"KIAA1217",-4.1287,5.3245,-11.6782854588943,"6.288e-08","8.927e-07",8.62
"RHPN1",-1.967,5.6479,-11.7258385603082,"6.010e-08","8.673e-07",8.62
"RND1",1.9215,4.8469,11.6777096808379,"6.291e-08","8.927e-07",8.6
"E2F1",1.12,6.338,11.6600261806395,"6.398e-08","9.048e-07",8.6
"RIPK2",2.4623,2.4344,11.5105930153911,"7.386e-08","9.927e-07",8.6
"COX19",0.9283,6.0735,11.6805319147662,"6.274e-08","8.927e-07",8.59
"FAM131B",3.3246,2.2672,11.4541709512085,"7.800e-08","1.026e-06",8.59
"NEFL",1.0317,4.6318,11.6540715270637,"6.435e-08","9.085e-07",8.58
"GP1BB",0.9289,3.0007,11.4959639543197,"7.491e-08","1.000e-06",8.56
"PDE8A",-1.6058,6.3113,-11.6675747131349,"6.353e-08","8.998e-07",8.55
"SALL3",-1.2497,5.4444,-11.6382169864423,"6.533e-08","9.192e-07",8.55
"WNT7B",-2.3895,3.4548,-11.5442536447388,"7.150e-08","9.750e-07",8.54
"GALNT18",1.4786,4.1756,11.5683709565359,"6.986e-08","9.652e-07",8.54
"RB1CC1",-0.8336,5.7861,-11.6011636301377,"6.769e-08","9.446e-07",8.53
"TRMT5",1.0931,5.6241,11.6012443536579,"6.769e-08","9.446e-07",8.53
"BTBD6",-1.1184,5.4676,-11.608394993397,"6.723e-08","9.430e-07",8.53
"SENP1",0.9219,6.4541,11.605649410925,"6.740e-08","9.436e-07",8.53
"FASTKD2",0.8889,6.4731,11.6081136510185,"6.724e-08","9.430e-07",8.53
"EXO1",0.9232,6.3826,11.5980889269761,"6.789e-08","9.458e-07",8.52
"ACSF2",-1.0735,4.5579,-11.5751398889187,"6.941e-08","9.608e-07",8.52
"VPS18",0.6058,5.5348,11.5748586593412,"6.942e-08","9.608e-07",8.51
"SH3BP4",-1.2999,5.6163,-11.5944137028166,"6.813e-08","9.476e-07",8.51
"GPR139",1.7088,2.3938,11.4189042274214,"8.072e-08","1.040e-06",8.5
"TENM2",-2.0889,5.4111,-11.5587755220513,"7.051e-08","9.709e-07",8.5
"RASA3",1.3723,3.4881,11.5450357576978,"7.145e-08","9.750e-07",8.5
"FAM102A",-1.5858,4.6317,-11.5529752088219,"7.090e-08","9.727e-07",8.5
"PROX1",-3.733,5.4743,-11.5545067387688,"7.080e-08","9.727e-07",8.49
"TIAM1",1.542,4.0869,11.5407251722672,"7.174e-08","9.752e-07",8.48
"SCN8A",-3.0612,1.7859,-11.3479861171188,"8.650e-08","1.085e-06",8.48
"GPR146",-4.0719,4.8139,-11.4992544492057,"7.467e-08","9.989e-07",8.48
"PLAG1",-1.1372,4.8953,-11.5464284776482,"7.135e-08","9.750e-07",8.47
"ZHX3",-1.8248,4.499,-11.5285183487694,"7.259e-08","9.820e-07",8.47
"GTPBP6",0.976,5.0819,11.5411046406725,"7.172e-08","9.752e-07",8.47
"LPL",-1.5181,4.6217,-11.5206570397622,"7.314e-08","9.863e-07",8.47
"SLC38A3",-0.9355,5.9241,-11.5518051064545,"7.098e-08","9.727e-07",8.46
"SUSD4",3.0875,2.1707,11.3214634947273,"8.877e-08","1.101e-06",8.46
"CPPED1",-1.1138,5.7401,-11.5598358439358,"7.043e-08","9.709e-07",8.45
"PI4KA",-1.1298,5.5214,-11.5231597430171,"7.297e-08","9.855e-07",8.45
