"gene","logFC_106839","logFC_299945","avg_logFC","SE_106839","SE_299945","FDR_106839","FDR_299945","regulation"
"PCK1",-1.5596412593966,-4.13943846909876,-2.84953986424768,0.0990641768808218,0.488116965004729,1.11580877681138e-05,2.03871619859826e-05,"DOWN"
"ADGRG2",-1.0732442871815,-4.61588935752762,-2.84456682235456,0.137993346792539,0.174254216664223,0.000282583241226855,4.05920263256422e-09,"DOWN"
"AGT",-0.559947046110053,-5.12879069511795,-2.844368870614,0.165393304344877,0.393679572616159,0.0208442854829434,7.51995421321433e-07,"DOWN"
"HABP2",-1.00806544004942,-4.65726282622058,-2.832664133135,0.166034481505879,0.835179246451344,0.00110702160584828,0.00047727773200526,"DOWN"
"HRH3",0.727277838563583,4.93733457908703,2.83230620882531,0.153442399619164,0.898774189652977,0.00418358897674987,0.000530256573635967,"UP"
"SLC5A12",-0.800910327308666,-4.81895068808594,-2.8099305076973,0.213761640052948,0.495391074113956,0.0131156076703785,7.09394437642304e-06,"DOWN"
"DGKG",0.682541298476891,4.92015501600373,2.80134815724031,0.192443489037324,0.847969907911537,0.0169270895111704,0.000360297838713954,"UP"
"RGS7BP",2.65640224397472,2.94149446032014,2.79894835214743,0.247718455260935,0.178469080745505,5.32262133291195e-05,1.3443186967484e-07,"UP"
"NGEF",-0.846776842669037,-4.75009487602341,-2.79843585934622,0.133828869125282,0.450973780739694,0.000891948714221871,3.82785979728199e-06,"DOWN"
"SERPIND1",-1.4630547594597,-4.10542947810031,-2.78424211878,0.119319237066828,0.257750822562969,2.90883700045415e-05,1.73489090096331e-07,"DOWN"
"DGKI",-0.666069225943007,-4.89834917550815,-2.78220920072558,0.17402384096327,0.732419079260735,0.0119179666582186,0.00012578000489891,"DOWN"
"ATP10B",-1.16003583126424,-4.40378628187081,-2.78191105656752,0.100607628914514,0.201370426994445,3.69108811290126e-05,1.58626801995699e-08,"DOWN"
"NPY",-1.38824605306572,-4.17291081645628,-2.780578434761,0.194995754280224,0.747106030121805,0.000457071216555375,0.000471916924634619,"DOWN"
"ABCA1",-0.718262620592216,-4.83578628511493,-2.77702445285358,0.101487344185655,0.459873313498274,0.000473775000273417,3.87726950953423e-06,"DOWN"
"SLC6A6",-0.794590172399254,-4.74877837331371,-2.77168427285648,0.061764495262105,0.259351319079467,2.42064662889698e-05,6.0794596207443e-08,"DOWN"
"PLPP3",-1.17543253967539,-4.36772448917329,-2.77157851442434,0.0772530279484822,0.13466310496214,1.2487083918671e-05,1.17000928609959e-09,"DOWN"
"PDLIM3",-1.08422683363646,-4.429256550566,-2.75674169210123,0.0805090243699857,0.482738100978679,1.95510505334065e-05,1.11081787484437e-05,"DOWN"
"ANGPTL3",-1.29205105950352,-4.22058872289724,-2.75631989120038,0.136893607657526,0.86829208589497,9.91764573448065e-05,0.00121890160551514,"DOWN"
"AQP9",-1.04729896117617,-4.46293124146329,-2.75511510131973,0.189024098895406,0.186840214597353,0.00179685766658537,8.39309130346446e-09,"DOWN"
"CMTM7",-0.800877422632528,-4.69190888412268,-2.7463931533776,0.179679000988899,0.9272069586857,0.00569014281582999,0.000934012961918757,"DOWN"
"KIAA1217",-0.911004322405438,-4.57956956032098,-2.74528694136321,0.0775236945926419,0.157813455160631,3.37393874872705e-05,2.14524330925582e-09,"DOWN"
"GBX2",1.66740139453158,3.81857110283177,2.74298624868168,0.13143044444692,0.25452975268192,2.5078533346964e-05,2.61437954902289e-07,"UP"
"GREB1L",-0.971825866635429,-4.5081067026861,-2.73996628466076,0.095865078074025,0.180284855982242,6.86834700400313e-05,6.28679884300406e-09,"DOWN"
"IL15",-1.15616065142584,-4.31198496842005,-2.73407280992295,0.141380809972932,0.717682879835587,0.000216389297033742,0.000279045288291391,"DOWN"
"PALMD",-1.2472111568833,-4.21583380800386,-2.73152248244358,0.13236310629827,0.432425989126193,0.000100140158707367,6.99462849043565e-06,"DOWN"
"GUCY2C",-0.940772607551083,-4.5032213797291,-2.72199699364009,0.0997913983146414,0.14130658385006,9.99283116151489e-05,1.27282794764429e-09,"DOWN"
"SOX6",-0.532996844352828,-4.88518724298516,-2.70909204366899,0.155400949768259,0.657360261505356,0.0197182840223352,5.67145583106816e-05,"DOWN"
"SERPINA10",-1.64327371831605,-3.75743519146771,-2.70035445489188,0.176015584234346,0.303224702265941,0.000104237446467058,1.08881040684231e-06,"DOWN"
"PLSCR5",-0.976760908728274,-4.39151015387839,-2.68413553130333,0.102246158739722,0.864414475105,9.33819855730331e-05,0.000909706321617985,"DOWN"
"PROX1",-1.1990661450866,-4.16437108240839,-2.68171861374749,0.104179328032834,0.203037251028647,3.71744844933268e-05,2.53881777196671e-08,"DOWN"
"FABP2",-1.70278690583342,-3.659165983709,-2.68097644477121,0.149932172820341,0.575313120603821,4.00175407209779e-05,0.000182974115722091,"DOWN"
"APOA4",-1.05672471451294,-4.30449645580951,-2.68061058516122,0.130155162640785,0.853015768369201,0.00022459357269539,0.00095217617397857,"DOWN"
"PDK4",-1.33840922364104,-4.02186960429848,-2.68013941396976,0.0770316442662881,0.117587394420134,7.15194326287285e-06,7.94474644334411e-10,"DOWN"
"FGB",-0.981008666583827,-4.36632308487762,-2.67366587573072,0.0865448493420498,0.0823155953416608,4.02571218246537e-05,1.76364503667677e-10,"DOWN"
"ZBTB7C",0.414190806060127,4.90508623663805,2.65963852134909,0.14594709645518,0.826493686820213,0.0419795097149586,0.000305999577741574,"UP"
"ANTXR1",-1.05889462202662,-4.20770313442102,-2.63329887822382,0.149312687417838,0.776803557005011,0.000467711493277509,0.000584649834780828,"DOWN"
"NKX2-8",1.0728941522382,4.18595011226603,2.62942213225212,0.188134536442582,0.537958387725447,0.00155112952189533,3.98631470341198e-05,"UP"
"GPR146",-0.727839944470396,-4.4841221858453,-2.60598106515785,0.0810159252161186,0.184086669918007,0.000128331566960265,7.54176346213392e-09,"DOWN"
"FMOD",-0.845958762878857,-4.36412971163427,-2.60504423725656,0.092121766346932,0.804680928912794,0.000113420283074209,0.000580043127541828,"DOWN"
"CPB2",-1.19548118508557,-4.0126562147028,-2.60406869989419,0.117506152294344,0.318556142833001,6.7704619644396e-05,9.64810935060518e-07,"DOWN"
"F7",-0.844059058917126,-4.36163228317296,-2.60284567104504,0.134572384096302,0.645054150540396,0.000930379395639038,0.000115814994712346,"DOWN"
"MYC",-0.670982520482452,-4.52828153733398,-2.59963202890822,0.0726615758569212,0.161544174984134,0.000111031282540527,2.70658221590406e-09,"DOWN"
"HTR1B",0.83887744917873,4.35952758154668,2.59920251536271,0.188951985245284,0.772437936010485,0.00580723149906751,0.000437798359029601,"UP"
"SPP2",-0.693749781762312,-4.48877326331652,-2.59126152253942,0.181760960187428,0.641310122909222,0.0120793329397535,8.89833197878546e-05,"DOWN"
"TMPRSS7",-0.754440297970317,-4.4202458356986,-2.58734306683446,0.13033421735278,0.831960037844779,0.0014340866870896,0.000668356924230764,"DOWN"
"MAN1A1",-1.18559679598079,-3.91206459580123,-2.54883069589101,0.179176550043985,0.139343397478817,0.00068520620884391,2.68293823475747e-09,"DOWN"
"CACNA1S",1.43426836553449,3.6504833718985,2.5423758687165,0.147787506370501,0.255131054397277,8.61380812151495e-05,3.60451836965261e-07,"UP"
"SGK2",-0.672035911860567,-4.40865029360076,-2.54034310273066,0.122641017402891,0.497692333801779,0.00191333056387909,1.4535026097653e-05,"DOWN"
"PRPS2",-0.87221741146167,-4.19840099310182,-2.53530920228174,0.0733470746473422,0.0800978640170649,3.20318937067035e-05,1.76364503667677e-10,"DOWN"
"KLF15",-0.872147146452169,-4.19385492405596,-2.53300103525406,0.114224813299328,0.171288058466144,0.000308961944547112,7.33237940004011e-09,"DOWN"
"OTC",-0.676286728978879,-4.3838998638391,-2.53009329640899,0.158582504524418,0.847537798064989,0.00705480612350613,0.000803884514283084,"DOWN"
"NKX3-2",1.96153978542691,3.08976799267399,2.52565388905045,0.129061488167524,0.416860313117323,1.2487083918671e-05,5.78378234878594e-05,"UP"
"FRMD4B",-0.849576075569938,-4.2007815854673,-2.52517883051862,0.123628596460652,0.264070956936481,0.000555905855126122,1.74763105734129e-07,"DOWN"
"WNT16",1.00252457423374,4.03604832423614,2.51928644923494,0.154840694058233,0.576189290602199,0.000784960803554946,8.84851582679337e-05,"UP"
"BCHE",-0.936250462904174,-4.09587983121493,-2.51606514705955,0.0781475678127842,0.135162851345825,3.10570251534828e-05,1.69163951078646e-09,"DOWN"
"DMRTA2",1.66167519632876,3.2903858649626,2.47603053064568,0.124423192388917,0.425138553197456,2.02989304832938e-05,4.15250908774373e-05,"UP"
"FAM163A",1.71699663605015,3.22874058258854,2.47286860931935,0.195128307582703,0.605385342953299,0.000143223427868485,0.000650657316282313,"UP"
"RXRG",-0.965935981095607,-3.97603363307062,-2.47098480708311,0.0581788357162266,0.0856312855389772,9.34691406754015e-06,1.76364503667677e-10,"DOWN"
"KLB",-0.993656044004758,-3.92629860222508,-2.45997732311492,0.129127676438708,0.222925105198815,0.000297137720438397,8.32214388258986e-08,"DOWN"
"SDC3",0.780838927667306,4.13465835825325,2.45774864296028,0.138885661829147,0.314949304732129,0.0016618864313439,7.07015634553566e-07,"UP"
"MBL2",-0.975141889180267,-3.93784278771298,-2.45649233844662,0.106654904268255,0.237551381576796,0.000116268706573679,1.28223683242381e-07,"DOWN"
"WNT4",1.04068651101674,3.8068103163874,2.42374841370207,0.196625923717112,0.524023612575621,0.00231100863219592,6.69247662418626e-05,"UP"
"AMDHD1",-1.08283629331547,-3.76132487989067,-2.42208058660307,0.0859200970777528,0.130650031084115,2.57421088526389e-05,2.19900559051289e-09,"DOWN"
"PI15",-1.28074965917406,-3.56176185773362,-2.42125575845384,0.204722812089974,0.246830074564472,0.000943736598411981,3.41647352168482e-07,"DOWN"
"MDGA1",-0.761646666655523,-4.06072051062167,-2.4111835886386,0.105423875858895,0.272309656903378,0.000419556629974422,2.7241043687514e-07,"DOWN"
"ALDOB",-1.26445767450271,-3.55574303782493,-2.41010035616382,0.0797751059463372,0.0902680171585365,1.09110256953108e-05,3.68496083281572e-10,"DOWN"
"BST1",-0.810959566220584,-4.00254480681349,-2.40675218651704,0.141011215251578,0.2392136750845,0.00148784821128255,1.19847649489127e-07,"DOWN"
"FGFRL1",-0.669870497979662,-4.13169235934066,-2.40078142866016,0.0744520138948523,0.186231746298357,0.000127453198410488,1.43309795272858e-08,"DOWN"
"MTTP",-0.937730581684337,-3.85652814837371,-2.39712936502902,0.0614864411920319,0.0924543423979595,1.24854229965334e-05,3.12185094146456e-10,"DOWN"
"MC5R",-1.27061523867605,-3.50633533992785,-2.38847528930195,0.190753795043614,0.274479354142636,0.000663636892745618,8.72166699071848e-07,"DOWN"
"LAMA1",1.0697166713997,3.69349713882606,2.38160690511288,0.137738577426833,0.32489877675328,0.000284902991460181,2.08440747288974e-06,"UP"
"KCNB2",-0.976282226794816,-3.77448457566987,-2.37538340123234,0.14630512658521,0.300058344512462,0.000659165758302116,9.7528078977992e-07,"DOWN"
"TRPC7",-0.74573243728078,-3.99603523726408,-2.37088383727243,0.142060849110836,0.19045642072026,0.00242023407120018,2.12635537035701e-08,"DOWN"
"ARHGAP24",-0.780872048119801,-3.94689304976587,-2.36388254894284,0.146647389201442,0.444134629274462,0.00224247459744404,1.41753644382022e-05,"DOWN"
"DBX2",1.23011554077564,3.49681398188392,2.36346476132978,0.1632480044167,0.290363922875556,0.000333557745342997,1.34853163378493e-06,"UP"
"TMPRSS6",-0.644174119560911,-4.08114042269847,-2.36265727112969,0.079095531131813,0.140527887077748,0.000221934565736744,2.14524330925582e-09,"DOWN"
"KMO",-1.06462591138983,-3.61698595086598,-2.34080593112791,0.0696520130236187,0.33847314829203,1.24350560462977e-05,3.40998858281907e-06,"DOWN"
"TNFSF15",-0.955824718884165,-3.71978120573431,-2.33780296230924,0.0955382248504905,0.273736288955844,7.26178582995299e-05,5.38521205100538e-07,"DOWN"
"RGS20",0.734675329002725,3.93413821648157,2.33440677274215,0.171491402425324,0.260218480303907,0.00690962111507442,2.47606640548535e-07,"UP"
"DENND4C",-1.32877341687795,-3.33651387853926,-2.3326436477086,0.182735241388442,0.165919013472608,0.000405407420039978,2.91042694720525e-08,"DOWN"
"SLC30A10",-0.929680565531615,-3.71467947090689,-2.32218001821925,0.117670454564937,0.310718299368405,0.000259317685976911,1.41833483615937e-06,"DOWN"
"CIDEA",-1.12150144378268,-3.52023110645322,-2.32086627511795,0.081161473255444,0.158009860112961,1.80714505031088e-05,1.39401079051493e-08,"DOWN"
"CENPF",-1.35568986424975,-3.28220493857663,-2.31894740141319,0.269919753940206,0.136688703801837,0.00308647754502042,8.21544912691189e-09,"DOWN"
"C1QTNF6",-0.823852016406176,-3.8111223360931,-2.31748717624964,0.101743690142235,0.167374437997202,0.000227901782932988,1.1807306680916e-08,"DOWN"
"ESRP2",-0.837187114253957,-3.79224564657542,-2.31471638041469,0.0823376821813615,0.0924528897299052,6.7704619644396e-05,3.32163425325196e-10,"DOWN"
"FGFR3",-1.20773429105353,-3.40734784577365,-2.30754106841359,0.0707859395923718,0.1127707087804,8.09592710456256e-06,1.69163951078646e-09,"DOWN"
"CCNE1",0.784020810009597,3.82859616406477,2.30630848703718,0.189767407178235,0.386783086967107,0.00825650554592162,6.26100652699009e-06,"UP"
"HNF1A",-1.05013685168296,-3.56047039365339,-2.30530362266818,0.063742944197453,0.121446315526111,9.34691406754015e-06,2.06493483575909e-09,"DOWN"
"PAH",-0.574063264842908,-4.0336086248279,-2.3038359448354,0.0732892614951004,0.105440144965002,0.000271473482632794,4.08054707692963e-10,"DOWN"
"MYOC",0.683651325371401,3.89876312922407,2.29120722729773,0.176779187446079,0.25730683925572,0.0113533921008459,2.43483894619178e-07,"UP"
"ALS2CL",-0.786709485185785,-3.79458622866346,-2.29064785692462,0.0961133232990971,0.262167861674173,0.000215379053878513,3.36112828030315e-07,"DOWN"
"STK17A",0.941810372041942,3.63289586443951,2.28735311824073,0.155858486217308,0.420342171624853,0.00113559861540103,1.75727656215332e-05,"UP"
"GFRA3",-0.910621262504911,-3.65780711051905,-2.28421418651198,0.0751234877340363,0.104373837815383,3.0248311003207e-05,7.65274460772348e-10,"DOWN"
"IL7R",-1.00239351638504,-3.55694783332876,-2.2796706748569,0.154841859123136,0.430794543762997,0.000784961354959432,2.51400870726811e-05,"DOWN"
"CREB3L3",-1.03777885594947,-3.51126272609767,-2.27452079102357,0.0893252341404614,0.126969714320638,3.57721521118242e-05,2.920290145862e-09,"DOWN"
"VSTM2B",0.620879587891572,3.92114288280951,2.27101123535054,0.0827222484206778,0.928115053724579,0.000341796558286733,0.0030072700732303,"UP"
"CAPN13",-0.635815011209569,-3.90245693150506,-2.26913597135732,0.0652389290817558,0.131697476003094,8.39422592669566e-05,1.92324588264095e-09,"DOWN"
"CBLN1",1.1541694535201,3.37932921478089,2.26674933415049,0.107065489377115,0.36643852053757,5.1576627020934e-05,1.06969726746234e-05,"UP"
"FSTL4",-0.844849888699293,-3.68098647335863,-2.26291818102896,0.078193305218034,0.0807744580099892,5.10090168538623e-05,1.76364503667677e-10,"DOWN"
"DLL1",-0.662456280121792,-3.85961176652531,-2.26103402332355,0.0704613924870857,0.106189357963892,0.000100885469297222,5.84253561257915e-10,"DOWN"
"APCDD1",-0.895357590071104,-3.62292981694218,-2.25914370350664,0.0757129659746094,0.074784793308881,3.28340956772411e-05,1.76364503667677e-10,"DOWN"
"MARCKSL1",0.351824290454385,4.14785338064579,2.24983883555009,0.101604517328753,0.230683168399392,0.0188920270166497,7.03123031600968e-08,"UP"
"MAFA",0.813982612350896,3.67559095321962,2.24478678278526,0.189437198582759,0.477484824624084,0.00680285389172965,4.328236762464e-05,"UP"
"CDH20",-0.751976568956881,-3.73467150904217,-2.24332403899952,0.132013275780474,0.141051187304198,0.0015575967653884,4.05920263256422e-09,"DOWN"
"ST8SIA5",-0.730535993960862,-3.73845137949428,-2.23449368672757,0.0893729577856034,0.0876306417006165,0.000216859406069234,2.6028414764852e-10,"DOWN"
"HGD",-0.898218219323089,-3.56509026468074,-2.23165424200191,0.0964483117863044,0.408717519062606,0.000105568466764183,1.63694664011982e-05,"DOWN"
"FAM131B",0.954339217114979,3.50701364476481,2.2306764309399,0.137767915948108,0.3558330880481,0.000530915749462427,6.4652434480108e-06,"UP"
"SGK1",-1.00321105572548,-3.4461341235945,-2.22467258965999,0.0773838854608573,0.181434998346281,2.32916072016354e-05,4.58808771262726e-08,"DOWN"
"ACKR2",-0.897441003095761,-3.54588367979978,-2.22166234144777,0.183501830694149,0.880623580476651,0.0035560468294009,0.00404284532971707,"DOWN"
"BDKRB1",-0.695003526577449,-3.74493784713695,-2.2199706868572,0.155522562316116,0.329383752605306,0.00561040738835382,2.08337716198839e-06,"DOWN"
"F13B",-0.820717910831606,-3.61870677820146,-2.21971234451653,0.0606266803242639,0.134222953716731,1.92102015670133e-05,3.5023208241861e-09,"DOWN"
"FAM43A",0.880831624436071,3.55163301837089,2.21623232140348,0.125012510691988,0.170339825155037,0.00048336257603735,2.21295374063748e-08,"UP"
"C11orf52",-0.901449397273297,-3.53072758489622,-2.21608849108476,0.0886087608162794,0.19307670282222,6.7704619644396e-05,6.12744621135774e-08,"DOWN"
"FGL2",0.869204220099886,3.52818436149076,2.19869429079533,0.283397119049169,0.530211942147699,0.0312549939003526,0.000130717974039078,"UP"
"A1CF",-0.905219109696215,-3.48915100581665,-2.19718505775643,0.0617131034008468,0.172532941677472,1.50093659018159e-05,2.8086894815893e-08,"DOWN"
"TNFRSF11B",-0.792891342227719,-3.58751578916516,-2.19020356569644,0.157375569989434,0.289236281471967,0.00303517973464682,1.08025073787011e-06,"DOWN"
"ENPEP",-0.877443918356973,-3.50203286853067,-2.18973839344382,0.084072807183248,0.242925728599791,6.01249841850794e-05,3.43375366290829e-07,"DOWN"
"GAB3",0.705514902945901,3.67298898976866,2.18925194635728,0.190107932825199,0.313611294417313,0.0136988334280293,1.65360031606554e-06,"UP"
"TAT",-0.980503694451299,-3.39750356722231,-2.1890036308368,0.148621468134991,0.347517187393798,0.000696166852074493,6.84976243852267e-06,"DOWN"
"GLOD5",-0.968320221658668,-3.40582028705183,-2.18707025435525,0.0888525206153752,0.453879770570851,4.86187491433054e-05,5.26539449097665e-05,"DOWN"
"TRIL",0.947161725644051,3.42092597995975,2.1840438528019,0.151031282856787,0.22693312401798,0.000930379395639038,2.53062734203189e-07,"UP"
"HMX3",3.19788078798827,1.16906650389265,2.18347364594046,0.171021393640077,0.158145659399029,5.55383613584208e-06,5.9080072258926e-05,"UP"
"IL20RA",-0.98570685285677,-3.37816404462762,-2.18193544874219,0.0847320400286337,0.148124094599495,3.55249288129263e-05,1.16622254793037e-08,"DOWN"
"SOCS2",0.54108413554376,3.82048762288825,2.180785879216,0.096627339003888,0.270322653313482,0.00169758403180214,3.9782742284567e-07,"UP"
"LPAR1",-0.940351552673985,-3.42014175527733,-2.18024665397566,0.0824163579715796,0.225272244355799,3.89297719007012e-05,2.3999918435098e-07,"DOWN"
"RNF208",2.11001798546114,2.24207824596511,2.17604811571313,0.189187884570874,0.122459014756317,4.35662184443083e-05,6.0794596207443e-08,"UP"
"FAM124A",0.877525948775699,3.45305247871968,2.16528921374769,0.154855658991787,0.429394635687958,0.00159995648823857,3.09029511298433e-05,"UP"
"HOXB8",-1.15733609159675,-3.1587684088377,-2.15805225021723,0.100433444187709,0.206728610405028,3.69486485061544e-05,2.27629534322932e-07,"DOWN"
"DOCK3",0.605340226685466,3.70424512344234,2.15479267506391,0.128656184069879,0.358340459420254,0.00434489658423572,4.44446343569405e-06,"UP"
"FBP1",-1.04116114347212,-3.26620421963726,-2.15368268155469,0.0720193443127478,0.102620370409889,1.57916236847608e-05,1.27370910011342e-09,"DOWN"
"CDC42EP3",1.00303447850382,3.29688374769353,2.14995911309867,0.191724851492914,0.326833034487565,0.00246025922881968,5.41291835758906e-06,"UP"
"KCNC2",0.416619877854224,3.87753071602391,2.14707529693907,0.152508462668829,0.60069995978493,0.0483628665479157,0.000163980663332289,"UP"
"NCF4",2.71513541421965,1.57781006006536,2.1464727371425,0.228472850909707,0.360319379831795,3.2064852245092e-05,0.0024008546238689,"UP"
"SLC16A3",1.10847604580164,3.18243719598402,2.14545662089283,0.123066894351734,0.121005356844235,0.000126552023753423,4.20690852306831e-09,"UP"
"SLC16A2",-0.791208128731163,-3.48718297194412,-2.13919555033764,0.148994926174506,0.186582394493347,0.0022691783039072,5.21618957080097e-08,"DOWN"
"RFX2",1.86082223444472,2.41105711627419,2.13593967535946,0.149544456553975,0.159042341536379,2.70750929517246e-05,2.42585371185331e-07,"UP"
"LZTS3",-1.0938934931363,-3.17731769782616,-2.13560559548123,0.105678796014764,0.481610139517394,6.16339614009818e-05,0.000139230683508199,"DOWN"
"SNCB",0.874292904238319,3.39357886381645,2.13393588402738,0.14821434733651,0.582202136336392,0.00129848032525815,0.000349461166322175,"UP"
"MME",0.738356454698016,3.52890749167613,2.13363197318707,0.16650623353986,0.2859969222892,0.00583394862807828,1.12267386154736e-06,"UP"
