"gene","logFC_106839","logFC_299945","avg_logFC","SE_106839","SE_299945","FDR_106839","FDR_299945","regulation"
"ST8SIA6",1.50208778790429,2.11587335114512,1.8089805695247,0.142148607755414,0.470353801346473,5.69706786739499e-05,0.00201855748566642,"UP"
"BAG3",0.273065104737502,3.33738877244862,1.80522693859306,0.0984058495594794,0.0715256554063505,0.0456907781162817,1.76364503667677e-10,"UP"
"BTG1",-0.852289157576511,-2.75221621307819,-1.80225268532735,0.0772580208756803,0.0636827025811707,4.52623266823732e-05,2.39898277873866e-10,"DOWN"
"COLEC12",0.535868168535629,3.06105736582708,1.79846276718135,0.153907957202446,0.261741908521517,0.0184348536004918,1.67095269115602e-06,"UP"
"SH3BP2",-1.31138895225341,-2.28092187715221,-1.79615541470281,0.124475688079362,0.17847914498213,5.78237772973426e-05,8.69524447963974e-07,"DOWN"
"NXNL2",0.800041220400412,2.77770063330177,1.78887092685109,0.229967036635749,0.330108345541911,0.0184723058696754,2.16839450692319e-05,"UP"
"HGFAC",-0.850684859426573,-2.72242382037728,-1.78655433990193,0.0730467411106478,0.193113768909968,3.54999749363641e-05,4.04786305818745e-07,"DOWN"
"gga-mir-6652",-1.14062248638955,-2.4154591387287,-1.77804081255913,0.151293077286277,0.940978362585121,0.000332675488825571,0.038799430678239,"DOWN"
"TCTE1",0.543072533717526,3.00157710824681,1.77232482098217,0.176388121426099,0.439899530347721,0.0308202590631123,0.000108148072128515,"UP"
"TRIM29",-0.425930989084261,-3.11454593459569,-1.77023846183997,0.109782352171291,0.146107930455013,0.0111942301038246,1.88401832623724e-08,"DOWN"
"JPH1",-0.712990815197047,-2.82618447321882,-1.76958764420793,0.069921217667184,0.0799047656791354,6.74378583795941e-05,7.10405219241702e-10,"DOWN"
"SLC51A",-0.539091775757493,-2.99689646171092,-1.76799411873421,0.1386094871835,0.242347221748589,0.0110568071921428,1.10781892148774e-06,"DOWN"
"LINGO1",0.688050652596387,2.84744076052372,1.76774570656006,0.160240939158586,0.208019530388941,0.00683005662224842,5.08858101838593e-07,"UP"
"DUSP4",1.53768885244372,1.99771848292302,1.76770366768337,0.105801510743357,0.107063832161875,1.52651745325432e-05,5.2634504051039e-08,"UP"
"GPR157",-1.02743215256357,-2.50690311578187,-1.76716763417272,0.17941375750942,0.199967211173323,0.00151978317645916,9.99657478201577e-07,"DOWN"
"SULT1C3",-0.929394354298809,-2.6010935476578,-1.76524395097831,0.137846434945148,0.0969495334673093,0.000620338324825982,3.65779869817851e-09,"DOWN"
"SLC41A3",-0.682830607825634,-2.83724577964366,-1.76003819373464,0.117516419822011,0.290542061194707,0.00140325865728738,6.91623844509122e-06,"DOWN"
"IL2RB",-0.45840409118646,-3.05520384459542,-1.75680396789094,0.141748899862091,0.346310826530509,0.0250990640027281,1.50247126587588e-05,"DOWN"
"TESK1",0.601565581929925,2.90222266920992,1.75189412556992,0.212205377354456,0.21098671944318,0.0421521146104314,4.9024623955517e-07,"UP"
"ASPHD2",0.500560848213466,3.00151278460587,1.75103681640967,0.172611825866192,0.406624862611687,0.038883106492916,5.9718604461851e-05,"UP"
"ABLIM1",-0.383518382079707,-3.11484147982779,-1.74917993095375,0.0855003310156082,0.423175849270738,0.00551611860732662,6.0945156861831e-05,"DOWN"
"TRIM25",-0.599910397734175,-2.89764901060739,-1.74877970417078,0.0959442085164802,0.152739123664006,0.000946766479213243,4.61207666048688e-08,"DOWN"
"PGBD5",0.70959280850443,2.77759395386013,1.74359338118228,0.143777549055797,0.481443966188913,0.00338233057996895,0.000375268129605064,"UP"
"GC",-0.789641517036017,-2.694205914052,-1.74192371554401,0.0920198424461206,0.106046916610002,0.000165487149583027,5.62157738110994e-09,"DOWN"
"ATIC",-0.930716012670105,-2.54174461887914,-1.73623031577462,0.0798440335902313,0.0543653011348228,3.53686478849176e-05,1.76364503667677e-10,"DOWN"
"RGS14",0.714778691404366,2.75738925186508,1.73608397163472,0.202563032693767,0.293365707705483,0.0173346500840261,9.19533296367241e-06,"UP"
"TRIM2",-1.17180592482528,-2.29404147586762,-1.73292370034645,0.148070604930591,0.316627426342432,0.000257090405072882,6.83159297845907e-05,"DOWN"
"PIK3C2G",-0.802143791028048,-2.66260753053706,-1.73237566078256,0.147792059772036,0.218073948078388,0.00201887742661221,1.21248726763304e-06,"DOWN"
"CRYBA2",-0.690814674506719,-2.77231844541261,-1.73156655995966,0.214994664803035,0.446634907194527,0.025797385324271,0.000219528102392269,"DOWN"
"GPR12",1.01899889242684,2.44118591312563,1.73009240277624,0.249988284739728,0.179681893424123,0.00881180759669818,5.39068320964383e-07,"UP"
"JAM2",0.391742866363283,3.06646883971608,1.72910585303968,0.124771840780296,0.270802850129903,0.0284391080591981,2.14859513027979e-06,"UP"
"ODF2L",-1.31758679386286,-2.13758429600536,-1.72758554493411,0.207537376521001,0.336331769906016,0.000875767731475526,0.000184004826501776,"DOWN"
"AGTPBP1",0.818652088138815,2.63591980738836,1.72728594776359,0.141882031521248,0.424247647201577,0.00146127249592866,0.000217853082731498,"UP"
"DCLRE1B",1.31510158670626,2.12884645425431,1.72197402048029,0.102906463939086,0.150872185428188,2.48576407851542e-05,4.03041538220292e-07,"UP"
"PCMTD1",-1.21867821315146,-2.21727530470328,-1.71797675892737,0.134826601525412,0.221418279540466,0.000124725834253088,5.7252165952408e-06,"DOWN"
"FBXO43",0.874323061625341,2.56087787584186,1.7176004687336,0.170760602693759,0.517804339894374,0.00277965876961867,0.00108778701172603,"UP"
"CPEB4",-0.455471731892366,-2.972673538042,-1.71407263496718,0.118599552099428,0.300750238250303,0.0117373139804523,6.32193196083584e-06,"DOWN"
"MTHFD2",2.52842292220849,0.897442215386555,1.71293256879752,0.122442942939121,0.0712558736598055,4.44726873933614e-06,9.6530149047271e-07,"UP"
"CLDN1",-0.707380392945153,-2.70849319844682,-1.70793679569599,0.0818587485894749,0.102740183340913,0.000158755966456465,4.14407688531902e-09,"DOWN"
"CPQ",-0.639047545603938,-2.77616605978182,-1.70760680269288,0.200652723382775,0.828693032047355,0.0267114198893973,0.0113584724316105,"DOWN"
"MGLL",-0.496481871885204,-2.91498920692167,-1.70573553940344,0.127079538619424,0.129437314792544,0.0108294944350705,1.291068704451e-08,"DOWN"
"TM4SF4",-0.999866045193905,-2.40863495555041,-1.70425050037216,0.100082648501821,0.107564658703618,7.30962769450471e-05,1.35726054096266e-08,"DOWN"
"DSG2",-0.602542501820327,-2.80402125924778,-1.70328188053405,0.0663120374050874,0.0802572477306299,0.000121214194543533,7.74482898090487e-10,"DOWN"
"DONSON",1.75359679420459,1.64874146766675,1.70116913093567,0.12596348766502,0.105077563648602,1.78697535834593e-05,1.90009862644784e-07,"UP"
"ABHD6",-0.460660845146624,-2.94051715609606,-1.70058900062134,0.129425706204021,0.298205755271274,0.0166617011724347,6.43846479498453e-06,"DOWN"
"CXCL14",-0.610186096516575,-2.78548341959766,-1.69783475805712,0.114435342586798,0.362110998653005,0.00222442716038553,4.35409090617167e-05,"DOWN"
"GYPC",-1.05796918724282,-2.32719926348303,-1.69258422536293,0.137438527918384,0.400447141768049,0.000297033134591548,0.000356593003250941,"DOWN"
"SEMA5B",-0.617373678760951,-2.76183527137366,-1.68960447506731,0.0994650196986298,0.207913175556927,0.000983005780834839,6.4597079085157e-07,"DOWN"
"RHOF",1.18294088400595,2.1955860476251,1.68926346581553,0.133849945628658,0.177694381614882,0.000141068202557449,1.1127565406059e-06,"UP"
"NEDD9",-0.599258794966025,-2.77625335709155,-1.68775607602879,0.0640783596366215,0.0924267428561679,0.000103606779827285,1.74654488994595e-09,"DOWN"
"PDE1A",-1.08515962576276,-2.29016021771536,-1.68765992173906,0.120093180195102,0.257524114746854,0.000124826952939996,1.40895827523432e-05,"DOWN"
"DCT",-0.5872787257162,-2.78672114803726,-1.68699993687673,0.126612889065298,0.338982700940674,0.00466645308718768,2.60246466205726e-05,"DOWN"
"SLC37A4",-0.387535098176088,-2.98403937434604,-1.68578723626106,0.067438561127532,0.0883779907518151,0.00149350804897762,8.92427563005282e-10,"DOWN"
"PPP2R2B",1.15294963304623,2.21841868888284,1.68568416096453,0.148510450587474,0.170419243714581,0.000285391880170174,7.54049569787485e-07,"UP"
"EIF2AK3",-1.00254028410603,-2.36488933956089,-1.68371481183346,0.105367096820283,0.114030420779706,9.47529877704976e-05,2.31556857751122e-08,"DOWN"
"EML4",-0.718949762655853,-2.64599450641265,-1.68247213453425,0.0906337773954946,0.073753069747502,0.000253597495347567,6.39712236840798e-10,"DOWN"
"SLC4A4",-0.838845043213677,-2.51479111974454,-1.67681808147911,0.0796645218688218,0.131511808806426,5.78237772973426e-05,4.35988967171451e-08,"DOWN"
"E2F7",2.42230186096828,0.925742918744173,1.67402238985622,0.0930537715894189,0.117994069762051,3.0345352247947e-06,3.72875560012717e-05,"UP"
"TNFRSF19",-0.984637715660916,-2.35818007116574,-1.67140889341333,0.109034310933765,0.105400050479766,0.000124996761055878,1.35821188911303e-08,"DOWN"
"TAF4B",2.7839660183282,0.557553418763479,1.67075971854584,0.11818915351276,0.0640910095303769,3.0345352247947e-06,1.67018589360425e-05,"UP"
"PRELID3A",1.94676599622897,1.39366094723771,1.67021347173334,0.0856374629077522,0.0742012982794063,3.08936455409815e-06,5.0174142190519e-08,"UP"
"TMEM268",-0.621611093301594,-2.70995128374102,-1.66578118852131,0.114051774402027,0.193821777241263,0.00197183947834281,4.30346920088346e-07,"DOWN"
"FMO3",-0.719082657553468,-2.61150828652445,-1.66529547203896,0.0821195819582295,0.0588157616370288,0.000146398681597149,2.03202587837455e-10,"DOWN"
"NT5C1A",0.449306832409708,2.87442307948757,1.66186495594864,0.145902336844405,0.496172722372033,0.030804847474729,0.000364582374851453,"UP"
"ZNF462",-0.98563581449165,-2.33535566779257,-1.66049574114211,0.128373961049837,0.151740873441963,0.000300718050892612,2.16295784863272e-07,"DOWN"
"ENDOD1",0.858396471215612,2.4513359972145,1.65486623421506,0.198141704858162,0.257994062027985,0.00654398425001804,8.41463853082425e-06,"UP"
"P3H2",0.471165688108725,2.83050989504977,1.65083779157925,0.159828270883781,0.600499895568926,0.0365172117828062,0.00149190218326099,"UP"
"IDH1",-0.625762646098524,-2.67518610158264,-1.65047437384058,0.185983921387141,0.0672951403583574,0.0213712187209049,3.57882331238973e-10,"DOWN"
"PIT54",-0.761415227555768,-2.5390769481799,-1.65024608786783,0.103469108046487,0.182741239318725,0.000381388700516048,4.52966440373972e-07,"DOWN"
"IQSEC3",1.15372537875184,2.14538897896954,1.64955717886069,0.190182818591788,0.248823485042393,0.00111003118763223,1.79142304454175e-05,"UP"
"NCS1",2.19959303396793,1.09352698856907,1.6465600112685,0.1060839987724,0.17058620891141,4.44726873933614e-06,0.000172655645501551,"UP"
"WDR72",-1.03909228727209,-2.25045565067026,-1.64477396897117,0.178456522210234,0.89790002496993,0.00138660861102419,0.0427080935456911,"DOWN"
"MTSS1",-0.637549285814082,-2.65097637276914,-1.64426282929161,0.0580741772964771,0.0914344444462871,4.64783509061009e-05,2.14577296291816e-09,"DOWN"
"GPA33",-0.960135569121586,-2.32738627439223,-1.64376092175691,0.134278825583959,0.505589542694881,0.000445293444849067,0.00174449641332711,"DOWN"
"GPR75",1.65407273973606,1.62430302349445,1.63918788161526,0.163967967103232,0.139021218460957,7.02975313991577e-05,1.68512633032544e-06,"UP"
"CNOT6",-0.778789430159337,-2.49467187751216,-1.63673065383575,0.0867781121770939,0.0650384073593322,0.00012855247181803,4.08054707692963e-10,"DOWN"
"FZD3",-0.818863117338972,-2.45211910299663,-1.6354911101678,0.105243895820304,0.0809707048825918,0.000282413638337967,1.69163951078646e-09,"DOWN"
"TBL1XR1",-0.860068011552316,-2.40462940674331,-1.63234870914781,0.124625822846052,0.0721512519137642,0.000541502708710942,9.42266450886688e-10,"DOWN"
"RASGEF1A",-0.560421858999474,-2.69671538184528,-1.62856862042238,0.116486681068125,0.116351020912151,0.00386490062346353,1.03306139932758e-08,"DOWN"
"TMEM123",-0.795740161215734,-2.45129171652431,-1.62351593887002,0.057637484042936,0.0520420461051341,1.80714505031088e-05,1.76364503667677e-10,"DOWN"
"SLC9A7",1.44275204680644,1.7961360068397,1.61944402682307,0.144855856187943,0.197528965194677,7.37275244527386e-05,1.18507154300389e-05,"UP"
"MMP23B",-1.26275130277222,-1.97360442908929,-1.61817786593075,0.146943934427627,0.110513370838218,0.000164264509234993,7.45157379353542e-08,"DOWN"
"NKD1",-0.490050980633555,-2.73940876818962,-1.61472987441159,0.0970468100264298,0.123003117624157,0.00299951522763018,1.39401079051493e-08,"DOWN"
"CHL1",-0.468524218007843,-2.76028455028522,-1.61440438414653,0.142103356419256,0.947689721805479,0.0232801474764739,0.0225031426323124,"DOWN"
"TRHDE",-1.17227970944619,-2.05002565338878,-1.61115268141749,0.117180131463977,0.167137441345346,7.26178582995299e-05,1.17370733147681e-06,"DOWN"
"MFSD4A",-0.597635553319563,-2.62361702031115,-1.61062628681536,0.143708909011996,0.469307568642447,0.00799997892328539,0.000468973504712512,"DOWN"
"FAM107A",-0.873435511383446,-2.34467521387785,-1.60905536263065,0.108610337365704,0.194059771463037,0.00023569996286224,1.31356430160813e-06,"DOWN"
"HAO1",-1.16204549098567,-2.04633522008049,-1.60419035553308,0.106158443612877,0.217152929361638,4.73120937954153e-05,8.98969603434654e-06,"DOWN"
"PIM1",0.929392674073922,2.27248078407527,1.60093672907459,0.103682667734015,0.138940204257992,0.00012934641269573,1.42426207459328e-07,"UP"
"ENOX1",-0.54067013301257,-2.65749516883896,-1.59908265092577,0.116561588314221,0.181028134045121,0.00466645308718768,3.02332645968466e-07,"DOWN"
"PPP1R3B",-1.16942716277408,-2.02806910817194,-1.59874813547301,0.10602903231101,0.111538393736365,4.52623266823732e-05,6.37902174004074e-08,"DOWN"
"GLUL",-1.19725087284704,-1.99756229186872,-1.59740658235788,0.0993887555770586,0.126369379428569,3.08083468616702e-05,1.81960277124794e-07,"DOWN"
"OAF",-0.779910895667427,-2.41445874640641,-1.59718482103692,0.092166623036629,0.0668121839883012,0.000178914283089684,6.06505795775299e-10,"DOWN"
"F2",-0.582284346797394,-2.6115672605877,-1.59692580369255,0.0546468905629773,0.0827494021024122,5.52432775629603e-05,1.29395237415503e-09,"DOWN"
"RPIA",-0.723774120562722,-2.46747307326972,-1.59562359691622,0.0612908219069685,0.118189384910588,3.30864699911933e-05,2.20971573019155e-08,"DOWN"
"RHPN1",-0.959879431266693,-2.2305968060672,-1.59523811866695,0.0894023267113811,0.128640769745614,5.2847911467122e-05,9.30327407670902e-08,"DOWN"
"CSPG5",0.74337251301954,2.44041693141763,1.59189472221858,0.138292274940142,0.27798266965109,0.00212651177098246,1.5612841986634e-05,"UP"
"TMEM51",-0.802680243981875,-2.38083705268586,-1.59175864833387,0.10299028283881,0.449349080698371,0.00028041354609565,0.000681590260026107,"DOWN"
"GPR137B",-0.794237371560421,-2.38665323796109,-1.59044530476076,0.100397082093103,0.239413176103139,0.000257509345736823,5.93195698138024e-06,"DOWN"
"PXDN",-0.710508822300048,-2.46862153872315,-1.5895651805116,0.10955834894968,0.201545835118561,0.000777529233876656,1.18499957692852e-06,"DOWN"
"OLFM3",-0.44275403464418,-2.73242551965434,-1.58758977714926,0.0604088986026975,0.0946849239199219,0.000390304305469902,2.19900559051289e-09,"DOWN"
"RASGRP3",-0.564261126793833,-2.61064043406315,-1.58745078042849,0.164961661371529,0.178523580229428,0.0199440491584971,3.12225940488994e-07,"DOWN"
"BDH2",-0.897812659814686,-2.2761910445394,-1.58700185217704,0.0706402903537095,0.0917052665373186,2.50649630409687e-05,6.72406568968896e-09,"DOWN"
"LRIG3",0.534941522888792,2.63779336296291,1.58636744292585,0.148468614429093,0.2372355194959,0.0157837309529907,2.48489672828033e-06,"UP"
"CLGN",0.980203071192407,2.19170179506646,1.58595243312943,0.178406691343451,0.137090547746256,0.00188428972882774,1.67872804487779e-07,"UP"
"B3GAT2",0.557086083593982,2.61289048386662,1.5849882837303,0.157941317700236,0.683868864985476,0.0173644242334037,0.00549385010269578,"UP"
"DOCK9",-0.780553742879301,-2.38930927153389,-1.58493150720659,0.182699859290348,0.115907730437013,0.00700411849352429,2.42675239964798e-08,"DOWN"
"PSAT1",-0.47493860907859,-2.69476835679754,-1.58485348293806,0.0597933351274256,0.0667229547347928,0.000252210558881338,3.32163425325196e-10,"DOWN"
"DYNC1I1",-0.656190361047746,-2.51326242651928,-1.58472639378351,0.0786430853402862,0.0976499152814458,0.000193353085239891,5.02618041876745e-09,"DOWN"
"TOM1L2",-0.530546259043518,-2.63058614365452,-1.58056620134902,0.0859974303786872,0.0711017044634713,0.00101567239186499,5.21149821673183e-10,"DOWN"
"TSPAN12",-0.88076292186468,-2.27755436704294,-1.57915864445381,0.0827426391347198,0.0940484350722463,5.52534022676979e-05,7.80536158028066e-09,"DOWN"
"FAXC",1.59614288156276,1.55780573322307,1.57697430739291,0.139411299161251,0.180613538975881,3.81073452586067e-05,1.78659922869768e-05,"UP"
"PIM3",-0.714026742698208,-2.43865414235174,-1.57634044252497,0.0791296724490412,0.0923551468818255,0.000125348106719462,4.11786045980685e-09,"DOWN"
"CDK18",-0.4704451449811,-2.6790177914664,-1.57473146822375,0.0871994579746279,0.225540962985186,0.00208300239130455,1.48431676689375e-06,"DOWN"
"SFRP4",1.02848504472146,2.119588005864,1.57403652529273,0.18857100699541,0.234882636609602,0.00196768311991079,1.25642449288779e-05,"UP"
"MAEL",-0.967053199356051,-2.17678805946319,-1.57192062940962,0.216321252912919,0.317438590114713,0.00559970246072902,0.00010412823491378,"DOWN"
"PLA2G12B",-0.346692329542927,-2.79232034815886,-1.56950633885089,0.0836039785987684,0.127599614629059,0.00810720832985239,1.58438321196314e-08,"DOWN"
"SEPT5",2.15890484688469,0.979373826302836,1.56913933659376,0.124283709468135,0.050836569801773,7.15194326287285e-06,4.10320541503252e-08,"UP"
"RFTN1",1.19828357377527,1.93884020056055,1.56856188716791,0.114986669438292,0.0895618144082797,6.01632338158296e-05,1.67915731805323e-08,"UP"
"C5",-1.22786210336065,-1.90812116375487,-1.56799163355776,0.140209216208635,0.0898417800713264,0.000146398681597149,1.93730106366823e-08,"DOWN"
"F5",-1.19383536396318,-1.94171115386846,-1.56777325891582,0.156365198430575,0.105315816373146,0.000308961944547112,5.7672989551245e-08,"DOWN"
"IGFBP2",1.16012232727087,1.97346299413099,1.56679266070093,0.115609074675373,0.211511941706127,7.14744329716245e-05,9.74701071563849e-06,"UP"
"INSIG1",-0.797401347829583,-2.33521317816173,-1.56630726299566,0.0608037528514727,0.0579258514292554,2.2338325994285e-05,3.32163425325196e-10,"DOWN"
"MYO6",-0.591865935077688,-2.53311263755899,-1.56248928631834,0.0798083873401874,0.190726746402082,0.000367064231767856,6.4597079085157e-07,"DOWN"
"MYOM1",-0.784255561042482,-2.33924551108128,-1.56175053606188,0.192232583301529,0.172777118934972,0.00877860101919159,5.54130814943599e-07,"DOWN"
"CDO1",-0.815364503384765,-2.30447522670225,-1.55991986504351,0.0955502927403569,0.165283683624837,0.000169974732745032,4.40953393341001e-07,"DOWN"
"FFAR4",-1.52318494361209,-1.59641101407009,-1.55979797884109,0.171165947814846,0.266618317868524,0.000135376860402191,0.000286341211943851,"DOWN"
"GUCA1A",-0.771298847941888,-2.34823215934264,-1.55976550364226,0.13405456354526,0.311638084519286,0.0014839543253446,5.10059388408979e-05,"DOWN"
"FAM110C",-1.00652709693411,-2.11242758285794,-1.55947733989603,0.0930719460015462,0.270722269891471,5.08620757481535e-05,3.89907406227585e-05,"DOWN"
"TCFL5",1.33631605872287,1.78200425514171,1.55916015693229,0.130261880187179,0.1442501648372,6.50147746222186e-05,1.1127565406059e-06,"UP"
"SLC38A11",1.25130663429298,1.86694812021548,1.55912737725423,0.143799908835615,0.547543101152508,0.00015229040249962,0.0103444417046782,"UP"
"PPL",-0.608875179555045,-2.50750538774466,-1.55819028364985,0.0831966153036603,0.258881697352149,0.00039205404078566,7.30819452159423e-06,"DOWN"
"RBM38",1.10412022224464,2.01167835582434,1.55789928903449,0.0885558620241226,0.0679089430311925,2.68649471936661e-05,1.92324588264095e-09,"UP"
"ADAMTS20",1.10602711212938,2.00749938841078,1.55676325027008,0.191210670860682,0.191569363229133,0.00143974131870037,3.9875895269119e-06,"UP"
"SHISA2",1.28356251139726,1.82864195221232,1.55610223180479,0.0713506566083432,0.0772184404877686,6.39617275224322e-06,8.86304502934312e-09,"UP"
"CMTM8",-0.621774110695888,-2.4882578624402,-1.55501598656804,0.0695200357835978,0.122122572979149,0.00013150104681174,2.63544701814215e-08,"DOWN"
"ADGRG1",0.623896936380804,2.48530145899312,1.55459919768696,0.1557744610198,0.387895672131783,0.00964120379205093,0.000173253422815946,"UP"
"CLIP2",0.71309869114523,2.39110300430149,1.55210084772336,0.168484333007878,0.207627192577077,0.00733676225122443,1.8933266449083e-06,"UP"
"gga-mir-6583",-0.662478554237015,-2.44142568305286,-1.55195211864494,0.170922569305056,0.933946947558238,0.0112406048566367,0.0360524037694515,"DOWN"
"RIPK2",0.543164334518765,2.55887805535987,1.55102119493932,0.143884883411549,0.277990673883602,0.0126779489290311,1.08475328957365e-05,"UP"
"DIO2",-0.855660769262241,-2.24061910780466,-1.54813993853345,0.115656001573253,0.0681712840394178,0.000371981986361499,1.04461605563447e-09,"DOWN"
"HOXB6",-0.692628983488354,-2.40251214983106,-1.54757056665971,0.0778090752764519,0.083499225450002,0.000135265487125484,2.19900559051289e-09,"DOWN"
"CYB5A",-0.56886349965125,-2.52626781994089,-1.54756565979607,0.0673919683296907,0.0619097814264525,0.0001811527226267,3.32163425325196e-10,"DOWN"
"ACSL4",-0.375249064517472,-2.71147485208377,-1.54336195830062,0.0903553488353935,0.123358916945477,0.00804835195304596,1.53777162629306e-08,"DOWN"
"ACOX1",-0.72319829121373,-2.35890971925551,-1.54105400523462,0.0567885879120935,0.0979275563170586,2.50649630409687e-05,8.06411548731392e-09,"DOWN"
"FAH",-0.602246906804924,-2.47321011230236,-1.53772850955364,0.0792806075969649,0.0940896275952314,0.000318279046069418,4.20690852306831e-09,"DOWN"
"TFPI2",0.287238645865528,2.78658628537373,1.53691246561963,0.0769447717035078,0.192069298855969,0.0133367381114672,3.30437007027176e-07,"UP"
"CARD10",-0.838800545423436,-2.23168120903402,-1.53524087722873,0.118999251682361,0.29493323386144,0.000483180490761028,4.94382642927587e-05,"DOWN"
"DNER",1.18853494942065,1.88183029010476,1.53518261976271,0.193106425899318,0.415932877117851,0.0010298201911638,0.00194666870306032,"UP"
"TNFSF10",-1.28087914699142,-1.77973002594336,-1.53030458646739,0.0731024173352681,0.0854518997723123,7.00866287806006e-06,2.23131233614866e-08,"DOWN"
"NUMB",-0.603560904913318,-2.45635221135753,-1.52995655813542,0.0626099943249334,0.0772719236274205,8.94269375683522e-05,1.27447128167495e-09,"DOWN"
"GAS2",-0.736117744304579,-2.32274581227731,-1.52943177829095,0.0814227981729527,0.127483898452911,0.000124725834253088,6.26274732927035e-08,"DOWN"
"COL6A2",-0.661524799546583,-2.39596075166332,-1.52874277560495,0.1203551915081,0.311543136901971,0.00188058953587949,4.35953605219976e-05,"DOWN"
"CEBPD",-0.896461200014826,-2.15675052987428,-1.52660586494455,0.103120486897063,0.234984421459927,0.000153241607332267,1.10956264272457e-05,"DOWN"
"SHH",-0.924923793969157,-2.11295625656218,-1.51894002526567,0.0675581851263036,0.161905765756566,1.86871658979549e-05,7.41604413741964e-07,"DOWN"
"PDZRN3",0.410519640688987,2.62695267669894,1.51873615869396,0.150998835382359,0.198936011506538,0.0492616557659245,6.75182984221825e-07,"UP"
"CPT1A",-0.82571922402965,-2.21057751708551,-1.51814837055758,0.0997660110632365,0.117059477777627,0.000202335287185693,4.80654041500798e-08,"DOWN"
"GPR183",-0.505197493771705,-2.52671276829699,-1.51595513103435,0.144506404699805,0.649114576720447,0.0180907089179274,0.00493374023467272,"DOWN"
"CFI",-1.10576484003245,-1.92545517844732,-1.51561000923988,0.103984402335185,0.175608918751469,5.53572238424412e-05,2.75681743041268e-06,"DOWN"
"ZMYND11",-0.803916703489915,-2.22658237916467,-1.51524954132729,0.108780404870671,0.0735991152080174,0.00037400880527621,1.69163951078646e-09,"DOWN"
"TBC1D32",-1.03190025674101,-1.99780240884644,-1.51485133279373,0.219658297046199,0.187395178355321,0.00437229722427806,3.4767757768617e-06,"DOWN"
"HSPA12A",0.962377850902795,2.06518486360428,1.51378135725354,0.16491096886308,0.216299265247077,0.00136861338795653,8.11760805676226e-06,"UP"
"MOGAT2",-1.19599495053448,-1.83055232020036,-1.51327363536742,0.220641069941202,0.519207370005917,0.0020297244704977,0.00862919242073885,"DOWN"
"FOXP1",-0.815146049881823,-2.20446921729528,-1.50980763358855,0.0876213505145533,0.174532213093711,0.000106222962351227,9.45134949279189e-07,"DOWN"
"TOB1",-0.765990036687571,-2.25260741621814,-1.50929872645286,0.0628273012576723,0.0730603870243162,2.95418991982785e-05,1.53719597029234e-09,"DOWN"
"TMEM171",0.536930734536454,2.47517382742668,1.50605228098157,0.101399139169957,0.171140783640309,0.00230616181301404,3.37199325233898e-07,"UP"
"LRP2",-1.09677433390035,-1.90926415317357,-1.50301924353696,0.143453057828445,0.365499969354994,0.00030769945832027,0.000752133369836074,"DOWN"
"GYS2",-1.05449065757603,-1.9498208540661,-1.50215575582107,0.149886715336349,0.715866163589297,0.000486998899789779,0.0303042054906489,"DOWN"
"APOH",-0.588314771481034,-2.41387022251189,-1.50109249699646,0.0641951059210071,0.0621915565199358,0.000114469046664908,4.08054707692963e-10,"DOWN"
